OBJECTID,DESCRIPTION,ID,MEDAGE_CY,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
466,92282 (Whitewater),92282,43.5,43.5,282818750.0,98525.80709955646,1756054174172,Synapse54,1756054174172,Synapse54
467,92283 (Winterhaven),92283,38.9,38.9,7792558750.0,517600.76803064265,1756054174172,Synapse54,1756054174172,Synapse54
468,92284 (Yucca Valley),92284,43.9,43.9,496751250.0,181079.23571537677,1756054174172,Synapse54,1756054174172,Synapse54
469,92285 (Landers),92285,55.0,55.0,1684728750.0,269785.2487247063,1756054174172,Synapse54,1756054174172,Synapse54
470,92301 (Adelanto),92301,30.0,30.0,1051152500.0,168950.81904806293,1756054174172,Synapse54,1756054174172,Synapse54
471,92304 (Amboy),92304,32.5,32.5,1880520000.0,222415.7831455237,1756054174172,Synapse54,1756054174172,Synapse54
472,92305 (Angelus Oaks),92305,45.3,45.3,418311940.5625,159524.09080565142,1756054174172,Synapse54,1756054174172,Synapse54
473,92307 (Apple Valley),92307,37.6,37.6,809042500.0,171079.08430301968,1756054174172,Synapse54,1756054174172,Synapse54
474,92308 (Apple Valley),92308,41.2,41.2,381791250.0,116384.03040154628,1756054174172,Synapse54,1756054174172,Synapse54
475,92309 (Baker),92309,35.8,35.8,10657163750.0,806229.4493817518,1756054174172,Synapse54,1756054174172,Synapse54
476,92310 (Fort Irwin),92310,24.1,24.1,4460766250.0,333888.1333741769,1756054174172,Synapse54,1756054174172,Synapse54
477,92311 (Barstow),92311,32.9,32.9,1625002500.0,301039.3576736281,1756054174172,Synapse54,1756054174172,Synapse54
478,92313 (Grand Terrace),92313,38.8,38.8,13653750.0,19738.217202180775,1756054174172,Synapse54,1756054174172,Synapse54
479,92314 (Big Bear City),92314,46.4,46.4,940943750.0,289941.3765623033,1756054174172,Synapse54,1756054174172,Synapse54
480,92315 (Big Bear Lake),92315,52.0,52.0,45098750.0,50010.11281351039,1756054174172,Synapse54,1756054174172,Synapse54
481,92316 (Bloomington),92316,33.6,33.6,42048750.0,34455.1510743955,1756054174172,Synapse54,1756054174172,Synapse54
482,92317 (Blue Jay),92317,54.1,54.1,1680000.0,6129.866321598656,1756054174172,Synapse54,1756054174172,Synapse54
483,92318 (Bryn Mawr),92318,40.0,40.0,362500.0,3560.7907275238836,1756054174172,Synapse54,1756054174172,Synapse54
484,92320 (Calimesa),92320,44.1,44.1,54035000.0,48066.5619784152,1756054174172,Synapse54,1756054174172,Synapse54
485,92321 (Cedar Glen),92321,51.1,51.1,4030000.0,11642.967824745127,1756054174172,Synapse54,1756054174172,Synapse54
486,92322 (Cedarpines Park),92322,47.2,47.2,23458750.0,36349.005306966465,1756054174172,Synapse54,1756054174172,Synapse54
487,92324 (Colton),92324,34.1,34.1,103868750.0,95438.0990838381,1756054174172,Synapse54,1756054174172,Synapse54
488,92325 (Crestline),92325,45.0,45.0,40933750.0,36471.58357422262,1756054174172,Synapse54,1756054174172,Synapse54
489,92327 (Daggett),92327,47.9,47.9,118052500.0,70362.56110120154,1756054174172,Synapse54,1756054174172,Synapse54
490,92328 (Death Valley),92328,43.2,43.2,11250801250.0,592505.5595328684,1756054174172,Synapse54,1756054174172,Synapse54
491,92332 (Essex),92332,34.0,34.0,8478602500.0,491051.7741828271,1756054174172,Synapse54,1756054174172,Synapse54
492,92333 (Fawnskin),92333,62.0,62.0,9902500.0,23153.887144296674,1756054174172,Synapse54,1756054174172,Synapse54
493,92335 (Fontana),92335,32.4,32.4,65338750.0,40734.94483932124,1756054174172,Synapse54,1756054174172,Synapse54
494,92336 (Fontana),92336,35.5,35.5,78322500.0,47187.712331799456,1756054174172,Synapse54,1756054174172,Synapse54
495,92337 (Fontana),92337,34.4,34.4,51200000.0,35581.54325961277,1756054174172,Synapse54,1756054174172,Synapse54
496,92338 (Ludlow),92338,32.5,32.5,2456768750.0,333660.09089027974,1756054174172,Synapse54,1756054174172,Synapse54
497,92339 (Forest Falls),92339,50.1,50.1,347023750.0,131013.44706862242,1756054174172,Synapse54,1756054174172,Synapse54
498,92341 (Green Valley Lake),92341,54.6,54.6,4157500.0,10108.91972441351,1756054174172,Synapse54,1756054174172,Synapse54
499,92342 (Helendale),92342,44.2,44.2,490242500.0,128552.63427830249,1756054174172,Synapse54,1756054174172,Synapse54
500,92344 (Hesperia),92344,35.5,35.5,145870000.0,58963.782626551794,1756054174172,Synapse54,1756054174172,Synapse54
501,92345 (Hesperia),92345,34.9,34.9,299096627.5703125,94713.99450424456,1756054174172,Synapse54,1756054174172,Synapse54
502,92346 (Highland),92346,37.9,37.9,75468750.0,50449.272887980595,1756054174172,Synapse54,1756054174172,Synapse54
503,92347 (Hinkley),92347,41.4,41.4,1168383750.0,223373.34948907365,1756054174172,Synapse54,1756054174172,Synapse54
504,92358 (Lytle Creek),92358,49.3,49.3,95443750.0,59416.86526869231,1756054174172,Synapse54,1756054174172,Synapse54
505,92359 (Mentone),92359,38.7,38.7,200115000.0,146977.81419395076,1756054174172,Synapse54,1756054174172,Synapse54
506,92363 (Needles),92363,45.1,45.1,4997620000.0,523113.99326377444,1756054174172,Synapse54,1756054174172,Synapse54
507,92364 (Nipton),92364,41.3,41.3,6661757500.0,496145.23407400085,1756054174172,Synapse54,1756054174172,Synapse54
508,92365 (Newberry Springs),92365,49.8,49.8,2016153750.0,283288.2285885244,1756054174172,Synapse54,1756054174172,Synapse54
509,92368 (Oro Grande),92368,41.5,41.5,263722500.0,69769.35889784835,1756054174172,Synapse54,1756054174172,Synapse54
510,92371 (Phelan),92371,40.3,40.3,494525000.0,139982.55630529104,1756054174172,Synapse54,1756054174172,Synapse54
511,92372 (Pinon Hills),92372,44.9,44.9,74866250.0,51235.5396833622,1756054174172,Synapse54,1756054174172,Synapse54
512,92373 (Redlands),92373,41.4,41.4,163297500.0,89177.85236440173,1756054174172,Synapse54,1756054174172,Synapse54
513,92374 (Redlands),92374,36.1,36.1,76363750.0,51737.93681648803,1756054174172,Synapse54,1756054174172,Synapse54
514,92376 (Rialto),92376,32.9,32.9,49860000.0,39468.23498118243,1756054174172,Synapse54,1756054174172,Synapse54
515,92377 (Rialto),92377,36.8,36.8,36676250.0,29723.709676792732,1756054174172,Synapse54,1756054174172,Synapse54
516,92378 (Rimforest),92378,44.3,44.3,1335000.0,5734.498127516353,1756054174172,Synapse54,1756054174172,Synapse54
517,92382 (Running Springs),92382,44.9,44.9,73057500.0,41878.291298212935,1756054174172,Synapse54,1756054174172,Synapse54
518,92384 (Shoshone),92384,41.3,41.3,6149516681.035156,351476.79201469815,1756054174172,Synapse54,1756054174172,Synapse54
519,92385 (Skyforest),92385,48.2,48.2,1911250.0,7798.2343791978055,1756054174172,Synapse54,1756054174172,Synapse54
520,92386 (Sugarloaf),92386,51.2,51.2,5826250.0,12207.653092291526,1756054174172,Synapse54,1756054174172,Synapse54
521,92389 (Tecopa),92389,47.1,47.1,1443742500.0,199972.69970864878,1756054174172,Synapse54,1756054174172,Synapse54
522,92391 (Twin Peaks),92391,41.5,41.5,7685000.0,18386.855370790763,1756054174172,Synapse54,1756054174172,Synapse54
523,92392 (Victorville),92392,33.0,33.0,138387500.0,63694.27026776417,1756054174172,Synapse54,1756054174172,Synapse54
524,92394 (Victorville),92394,32.3,32.3,121457500.0,88366.65321642788,1756054174172,Synapse54,1756054174172,Synapse54
525,92395 (Victorville),92395,34.8,34.8,68968145.1640625,47882.9269555899,1756054174172,Synapse54,1756054174172,Synapse54
526,92397 (Wrightwood),92397,45.0,45.0,140206250.0,84295.60120057591,1756054174172,Synapse54,1756054174172,Synapse54
527,92398 (Yermo),92398,42.2,42.2,101220000.0,60304.02277772247,1756054174172,Synapse54,1756054174172,Synapse54
528,92399 (Yucaipa),92399,40.4,40.4,172008750.0,77883.74029115058,1756054174172,Synapse54,1756054174172,Synapse54
529,92401 (San Bernardino),92401,30.6,30.6,2411250.0,10915.506103226038,1756054174172,Synapse54,1756054174172,Synapse54
530,92404 (San Bernardino),92404,32.7,32.7,83903750.0,59278.78103920583,1756054174172,Synapse54,1756054174172,Synapse54
531,92405 (San Bernardino),92405,32.5,32.5,19600000.0,22648.311581254184,1756054174172,Synapse54,1756054174172,Synapse54
532,92407 (San Bernardino),92407,32.6,32.6,654925227.2734375,262922.84741208307,1756054174172,Synapse54,1756054174172,Synapse54
533,92408 (San Bernardino),92408,33.6,33.6,44107500.0,37207.50952210107,1756054174172,Synapse54,1756054174172,Synapse54
534,92410 (San Bernardino),92410,31.5,31.5,31148750.0,49646.240876688236,1756054174172,Synapse54,1756054174172,Synapse54
535,92411 (San Bernardino),92411,31.5,31.5,18040000.0,18748.898977445315,1756054174172,Synapse54,1756054174172,Synapse54
536,92415 (San Bernardino),92415,50.0,50.0,287500.0,3000.0,1756054174172,Synapse54,1756054174172,Synapse54
537,92501 (Riverside),92501,35.4,35.4,22337500.0,29316.493380545417,1756054174172,Synapse54,1756054174172,Synapse54
538,92503 (Riverside),92503,36.1,36.1,107735000.0,83524.1449872953,1756054174172,Synapse54,1756054174172,Synapse54
539,92504 (Riverside),92504,37.1,37.1,86003750.0,78137.17600802719,1756054174172,Synapse54,1756054174172,Synapse54
540,92505 (Riverside),92505,34.5,34.5,47498750.0,39578.343842826784,1756054174172,Synapse54,1756054174172,Synapse54
541,92506 (Riverside),92506,42.0,42.0,65818750.0,59655.0744327284,1756054174172,Synapse54,1756054174172,Synapse54
542,92507 (Riverside),92507,30.0,30.0,67546250.0,75888.61883992223,1756054174172,Synapse54,1756054174172,Synapse54
543,92508 (Riverside),92508,37.8,37.8,48267500.0,42049.39948617317,1756054174172,Synapse54,1756054174172,Synapse54
544,92509 (Jurupa Valley),92509,35.1,35.1,116753750.0,47478.34088233946,1756054174172,Synapse54,1756054174172,Synapse54
545,92518 (March Air Reserve Base),92518,65.5,65.5,38235000.0,32969.149221917825,1756054174172,Synapse54,1756054174172,Synapse54
546,92521 (Riverside),92521,18.2,18.2,4556250.0,12054.427743228482,1756054174172,Synapse54,1756054174172,Synapse54
547,92530 (Lake Elsinore),92530,35.2,35.2,438107500.0,112458.91444741341,1756054174172,Synapse54,1756054174172,Synapse54
548,92532 (Lake Elsinore),92532,35.3,35.3,63540000.0,65411.93180488104,1756054174172,Synapse54,1756054174172,Synapse54
549,92536 (Aguanga),92536,50.1,50.1,354521250.0,120515.89358779525,1756054174172,Synapse54,1756054174172,Synapse54
550,92539 (Anza),92539,48.6,48.6,579413750.0,144374.36353090213,1756054174172,Synapse54,1756054174172,Synapse54
551,92543 (Hemet),92543,37.9,37.9,68727500.0,61713.958612495335,1756054174172,Synapse54,1756054174172,Synapse54
552,92544 (Hemet),92544,37.2,37.2,415016250.0,151725.3125261633,1756054174172,Synapse54,1756054174172,Synapse54
553,92545 (Hemet),92545,45.0,45.0,108491250.0,91639.39489079622,1756054174172,Synapse54,1756054174172,Synapse54
554,92548 (Homeland),92548,36.5,36.5,38187500.0,33443.077028993255,1756054174172,Synapse54,1756054174172,Synapse54
555,92549 (Idyllwild),92549,53.7,53.7,358893750.0,107729.24598344459,1756054174172,Synapse54,1756054174172,Synapse54
556,92551 (Moreno Valley),92551,32.6,32.6,22746250.0,19671.115479542517,1756054174172,Synapse54,1756054174172,Synapse54
557,92553 (Moreno Valley),92553,31.9,31.9,38870000.0,28695.90265660045,1756054174172,Synapse54,1756054174172,Synapse54
558,92555 (Moreno Valley),92555,35.1,35.1,275236250.0,91525.79222400476,1756054174172,Synapse54,1756054174172,Synapse54
559,92557 (Moreno Valley),92557,35.0,35.0,79941250.0,53822.803046198875,1756054174172,Synapse54,1756054174172,Synapse54
560,92561 (Mountain Center),92561,55.1,55.1,1621211250.0,315095.98339024745,1756054174172,Synapse54,1756054174172,Synapse54
561,92562 (Murrieta),92562,39.1,39.1,220985000.0,96064.22254720224,1756054174172,Synapse54,1756054174172,Synapse54
562,92563 (Murrieta),92563,36.3,36.3,77472500.0,53551.36828362951,1756054174172,Synapse54,1756054174172,Synapse54
563,92567 (Nuevo),92567,36.7,36.7,115297500.0,52666.58283328546,1756054174172,Synapse54,1756054174172,Synapse54
564,92570 (Perris),92570,33.8,33.8,391910000.0,141138.00773363985,1756054174172,Synapse54,1756054174172,Synapse54
565,92571 (Perris),92571,31.0,31.0,129306250.0,59660.9298307622,1756054174172,Synapse54,1756054174172,Synapse54
566,92582 (San Jacinto),92582,33.3,33.3,77037500.0,47767.716658975856,1756054174172,Synapse54,1756054174172,Synapse54
567,92583 (San Jacinto),92583,35.4,35.4,117040000.0,69015.17579133814,1756054174172,Synapse54,1756054174172,Synapse54
568,92584 (Menifee),92584,35.9,35.9,126103750.0,82945.65177767296,1756054174172,Synapse54,1756054174172,Synapse54
569,92585 (Menifee),92585,37.8,37.8,61705000.0,61705.32329394815,1756054174172,Synapse54,1756054174172,Synapse54
570,92586 (Menifee),92586,62.0,62.0,22670000.0,25758.113061800963,1756054174172,Synapse54,1756054174172,Synapse54
571,92587 (Menifee),92587,40.2,40.2,32975000.0,29049.193168522845,1756054174172,Synapse54,1756054174172,Synapse54
572,92590 (Temecula),92590,38.2,38.2,171242500.0,73903.6225699486,1756054174172,Synapse54,1756054174172,Synapse54
573,92591 (Temecula),92591,38.0,38.0,57300000.0,46998.881948663344,1756054174172,Synapse54,1756054174172,Synapse54
574,92592 (Temecula),92592,39.1,39.1,450282500.0,150219.68192024188,1756054174172,Synapse54,1756054174172,Synapse54
575,92595 (Wildomar),92595,38.4,38.4,78025000.0,49707.10545502617,1756054174172,Synapse54,1756054174172,Synapse54
576,92596 (Winchester),92596,35.9,35.9,236408750.0,103878.4621573804,1756054174172,Synapse54,1756054174172,Synapse54
577,92602 (Irvine),92602,38.0,38.0,54313750.0,49130.75023856486,1756054174172,Synapse54,1756054174172,Synapse54
578,92603 (Irvine),92603,42.4,42.4,49650000.0,39541.65711393622,1756054174172,Synapse54,1756054174172,Synapse54
579,92604 (Irvine),92604,43.8,43.8,13024120.375,14727.452850333391,1756054174172,Synapse54,1756054174172,Synapse54
580,92606 (Irvine),92606,36.7,36.7,11690011.0,24295.04085893666,1756054174172,Synapse54,1756054174172,Synapse54
581,92610 (Foothill Ranch),92610,40.3,40.3,42040000.0,41967.196146140726,1756054174172,Synapse54,1756054174172,Synapse54
582,92612 (Irvine),92612,32.8,32.8,25032500.0,29840.857234905638,1756054174172,Synapse54,1756054174172,Synapse54
583,92614 (Irvine),92614,34.7,34.7,16567500.0,22326.57262412671,1756054174172,Synapse54,1756054174172,Synapse54
584,92617 (Irvine),92617,22.9,22.9,8622500.0,15342.766559096566,1756054174172,Synapse54,1756054174172,Synapse54
585,92618 (Irvine),92618,35.6,35.6,94480000.0,64189.97688579973,1756054174172,Synapse54,1756054174172,Synapse54
586,92620 (Irvine),92620,38.7,38.7,23455000.0,20959.41830166695,1756054174172,Synapse54,1756054174172,Synapse54
587,92624 (Capistrano Beach),92624,48.8,48.8,5616250.0,19389.46154618023,1756054174172,Synapse54,1756054174172,Synapse54
588,92625 (Corona del Mar),92625,55.2,55.2,9286250.0,22729.993260828807,1756054174172,Synapse54,1756054174172,Synapse54
589,92626 (Costa Mesa),92626,37.1,37.1,35694852.9375,30740.231923519044,1756054174172,Synapse54,1756054174172,Synapse54
590,92627 (Costa Mesa),92627,36.6,36.6,24641381.578125,31724.938378005452,1756054174172,Synapse54,1756054174172,Synapse54
591,92629 (Dana Point),92629,50.8,50.8,19280000.0,25298.60611664124,1756054174172,Synapse54,1756054174172,Synapse54
592,92630 (Lake Forest),92630,40.6,40.6,39648750.0,33350.90202199818,1756054174172,Synapse54,1756054174172,Synapse54
593,92637 (Laguna Woods),92637,75.8,75.8,12435795.453125,24632.35598793771,1756054174172,Synapse54,1756054174172,Synapse54
594,92646 (Huntington Beach),92646,46.2,46.2,31907500.0,27747.674053133913,1756054174172,Synapse54,1756054174172,Synapse54
595,92647 (Huntington Beach),92647,39.0,39.0,28957500.0,34073.742160906135,1756054174172,Synapse54,1756054174172,Synapse54
596,92648 (Huntington Beach),92648,44.9,44.9,30232500.0,29675.661969384542,1756054174172,Synapse54,1756054174172,Synapse54
597,92649 (Huntington Beach),92649,47.6,47.6,21280000.0,30056.060315195013,1756054174172,Synapse54,1756054174172,Synapse54
598,92651 (Laguna Beach),92651,52.7,52.7,67487500.0,62741.48464742326,1756054174172,Synapse54,1756054174172,Synapse54
599,92653 (Laguna Hills),92653,43.6,43.6,24242500.0,35970.11933788107,1756054174172,Synapse54,1756054174172,Synapse54
600,92655 (Midway City),92655,42.1,42.1,2496250.0,12386.179686441375,1756054174172,Synapse54,1756054174172,Synapse54
601,92656 (Aliso Viejo),92656,40.2,40.2,32956250.0,35058.32298278699,1756054174172,Synapse54,1756054174172,Synapse54
602,92657 (Newport Coast),92657,48.6,48.6,33961111.109375,40625.59842863027,1756054174172,Synapse54,1756054174172,Synapse54
603,92660 (Newport Beach),92660,45.7,45.7,34866203.6953125,73753.99067996873,1756054174172,Synapse54,1756054174172,Synapse54
604,92661 (Newport Beach),92661,48.8,48.8,2395000.0,14208.98141657054,1756054174172,Synapse54,1756054174172,Synapse54
605,92662 (Newport Beach),92662,61.6,61.6,786250.0,4139.104573218781,1756054174172,Synapse54,1756054174172,Synapse54
606,92663 (Newport Beach),92663,41.1,41.1,12635000.0,29439.71312355406,1756054174172,Synapse54,1756054174172,Synapse54
607,92672 (San Clemente),92672,35.1,35.1,122388750.0,68111.9691524194,1756054174172,Synapse54,1756054174172,Synapse54
608,92673 (San Clemente),92673,43.8,43.8,43750000.0,35151.50434495239,1756054174172,Synapse54,1756054174172,Synapse54
609,92675 (San Juan Capistrano),92675,43.9,43.9,398833750.0,152865.47171796532,1756054174172,Synapse54,1756054174172,Synapse54
610,92676 (Silverado),92676,49.4,49.4,185687779.86328125,70385.84076711211,1756054174172,Synapse54,1756054174172,Synapse54
611,92677 (Laguna Niguel),92677,47.0,47.0,62433750.0,49303.86989319017,1756054174172,Synapse54,1756054174172,Synapse54
612,92679 (Trabuco Canyon),92679,44.8,44.8,132175394.7421875,97183.29963476054,1756054174172,Synapse54,1756054174172,Synapse54
613,92683 (Westminster),92683,42.7,42.7,37257500.0,53522.512182691025,1756054174172,Synapse54,1756054174172,Synapse54
614,92688 (Rancho Santa Margarita),92688,39.4,39.4,34173750.0,38742.783016703244,1756054174172,Synapse54,1756054174172,Synapse54
615,92691 (Mission Viejo),92691,44.5,44.5,33163750.0,37994.89785128454,1756054174172,Synapse54,1756054174172,Synapse54
616,92692 (Mission Viejo),92692,48.1,48.1,36926250.0,46525.605785250744,1756054174172,Synapse54,1756054174172,Synapse54
617,92694 (Ladera Ranch),92694,37.8,37.8,29660000.0,38266.29265476351,1756054174172,Synapse54,1756054174172,Synapse54
618,92697 (Irvine),92697,19.1,19.1,628750.0,3565.2789009880407,1756054174172,Synapse54,1756054174172,Synapse54
619,92701 (Santa Ana),92701,32.5,32.5,12288750.0,17948.31562231254,1756054174172,Synapse54,1756054174172,Synapse54
620,92703 (Santa Ana),92703,34.9,34.9,15475000.0,26080.06550546725,1756054174172,Synapse54,1756054174172,Synapse54
621,92704 (Santa Ana),92704,36.0,36.0,28615000.0,34248.71917593605,1756054174172,Synapse54,1756054174172,Synapse54
622,92705 (Santa Ana),92705,39.7,39.7,43272500.0,77157.24683992156,1756054174172,Synapse54,1756054174172,Synapse54
623,92706 (Santa Ana),92706,36.8,36.8,13063750.0,23555.14038528649,1756054174172,Synapse54,1756054174172,Synapse54
624,92707 (Santa Ana),92707,34.3,34.3,19503750.0,30987.4919582006,1756054174172,Synapse54,1756054174172,Synapse54
625,92708 (Fountain Valley),92708,45.3,45.3,34146250.0,27638.52342387439,1756054174172,Synapse54,1756054174172,Synapse54
626,92780 (Tustin),92780,36.8,36.8,24396250.0,32899.83474533726,1756054174172,Synapse54,1756054174172,Synapse54
627,92782 (Tustin),92782,39.0,39.0,21031428.5703125,43141.852868634815,1756054174172,Synapse54,1756054174172,Synapse54
628,92801 (Anaheim),92801,35.4,35.4,22526343.2890625,37319.85696611203,1756054174172,Synapse54,1756054174172,Synapse54
629,92802 (Anaheim),92802,35.6,35.6,16578750.0,25067.072664266707,1756054174172,Synapse54,1756054174172,Synapse54
630,92804 (Anaheim),92804,37.1,37.1,27417500.0,36995.48726443526,1756054174172,Synapse54,1756054174172,Synapse54
631,92805 (Anaheim),92805,33.5,33.5,24458750.0,26685.157628237917,1756054174172,Synapse54,1756054174172,Synapse54
632,92806 (Anaheim),92806,35.4,35.4,30233750.0,35507.30858154989,1756054174172,Synapse54,1756054174172,Synapse54
633,92807 (Anaheim),92807,44.0,44.0,43372500.0,48828.353209456145,1756054174172,Synapse54,1756054174172,Synapse54
634,92808 (Anaheim),92808,44.3,44.3,135865575.3984375,67118.74519520863,1756054174172,Synapse54,1756054174172,Synapse54
635,92821 (Brea),92821,40.7,40.7,40212500.0,31418.73912286537,1756054174172,Synapse54,1756054174172,Synapse54
636,92823 (Brea),92823,41.9,41.9,40271250.0,32325.283579440653,1756054174172,Synapse54,1756054174172,Synapse54
637,92831 (Fullerton),92831,32.3,32.3,22940000.0,23811.0826561419,1756054174172,Synapse54,1756054174172,Synapse54
638,92832 (Fullerton),92832,36.2,36.2,10317500.0,16115.291793201544,1756054174172,Synapse54,1756054174172,Synapse54
639,92833 (Fullerton),92833,40.0,40.0,28912500.0,27644.479253521895,1756054174172,Synapse54,1756054174172,Synapse54
640,92835 (Fullerton),92835,44.9,44.9,21917500.0,32449.485649559014,1756054174172,Synapse54,1756054174172,Synapse54
641,92840 (Garden Grove),92840,39.5,39.5,19770000.0,24072.553146695962,1756054174172,Synapse54,1756054174172,Synapse54
642,92841 (Garden Grove),92841,40.3,40.3,16996250.0,30126.86749853485,1756054174172,Synapse54,1756054174172,Synapse54
643,92843 (Garden Grove),92843,38.6,38.6,14715000.546875,29641.167289070352,1756054174172,Synapse54,1756054174172,Synapse54
644,92844 (Garden Grove),92844,40.4,40.4,7840000.0,16339.60508455411,1756054174172,Synapse54,1756054174172,Synapse54
645,92845 (Garden Grove),92845,44.6,44.6,8185000.0,11800.573636770676,1756054174172,Synapse54,1756054174172,Synapse54
646,92860 (Norco),92860,41.1,41.1,54130000.0,49159.84977991925,1756054174172,Synapse54,1756054174172,Synapse54
647,92861 (Villa Park),92861,52.0,52.0,8293750.0,18033.51094945688,1756054174172,Synapse54,1756054174172,Synapse54
648,92865 (Orange),92865,38.4,38.4,13346250.0,16069.843526685692,1756054174172,Synapse54,1756054174172,Synapse54
649,92866 (Orange),92866,36.0,36.0,7411250.0,12656.605367264148,1756054174172,Synapse54,1756054174172,Synapse54
650,92867 (Orange),92867,37.4,37.4,29643750.0,52176.94838707213,1756054174172,Synapse54,1756054174172,Synapse54
651,92868 (Orange),92868,34.1,34.1,12833750.0,21699.08220570789,1756054174172,Synapse54,1756054174172,Synapse54
652,92869 (Orange),92869,42.8,42.8,49406250.0,43522.55369917099,1756054174172,Synapse54,1756054174172,Synapse54
653,92870 (Placentia),92870,39.8,39.8,25672500.0,42373.370826430175,1756054174172,Synapse54,1756054174172,Synapse54
654,92878 (Corona),92878,36.7,36.7,27948750.0,42696.827378862516,1756054174172,Synapse54,1756054174172,Synapse54
655,92879 (Corona),92879,37.1,37.1,35846250.0,35743.29244788695,1756054174172,Synapse54,1756054174172,Synapse54
656,92880 (Corona),92880,36.1,36.1,66303750.0,61019.940411532945,1756054174172,Synapse54,1756054174172,Synapse54
657,92881 (Corona),92881,39.0,39.0,87752500.0,78081.92797187767,1756054174172,Synapse54,1756054174172,Synapse54
658,92882 (Corona),92882,37.2,37.2,100285000.0,56868.059881424946,1756054174172,Synapse54,1756054174172,Synapse54
659,92883 (Corona),92883,40.6,40.6,213950000.0,87279.3209137782,1756054174172,Synapse54,1756054174172,Synapse54
660,92886 (Yorba Linda),92886,44.8,44.8,56211250.0,49418.25783474937,1756054174172,Synapse54,1756054174172,Synapse54
661,92887 (Yorba Linda),92887,45.0,45.0,34627500.0,38098.5692509619,1756054174172,Synapse54,1756054174172,Synapse54
662,93001 (Ventura),93001,41.7,41.7,328996398.8203125,137844.17623172817,1756054174172,Synapse54,1756054174172,Synapse54
663,93003 (Ventura),93003,42.8,42.8,74622500.0,55515.421661061766,1756054174172,Synapse54,1756054174172,Synapse54
664,93004 (Ventura),93004,41.9,41.9,26266250.0,24384.833160344962,1756054174172,Synapse54,1756054174172,Synapse54
665,93010 (Camarillo),93010,41.8,41.8,79860000.0,46651.24610826147,1756054174172,Synapse54,1756054174172,Synapse54
666,93012 (Camarillo),93012,45.3,45.3,183745000.0,94913.53767025875,1756054174172,Synapse54,1756054174172,Synapse54
667,93013 (Carpinteria),93013,45.2,45.2,79548750.0,51885.00564554873,1756054174172,Synapse54,1756054174172,Synapse54
668,93015 (Fillmore),93015,36.5,36.5,400337500.0,134653.14865572785,1756054174172,Synapse54,1756054174172,Synapse54
669,93021 (Moorpark),93021,40.0,40.0,235011250.0,99395.99736679692,1756054174172,Synapse54,1756054174172,Synapse54
670,93022 (Oak View),93022,44.3,44.3,13168750.0,25324.15020630953,1756054174172,Synapse54,1756054174172,Synapse54
671,93023 (Ojai),93023,49.3,49.3,1181373750.0,195715.91153277108,1756054174172,Synapse54,1756054174172,Synapse54
672,93030 (Oxnard),93030,34.5,34.5,53405000.0,50940.7287910856,1756054174172,Synapse54,1756054174172,Synapse54
673,93033 (Oxnard),93033,33.0,33.0,130522500.0,78199.17928896511,1756054174172,Synapse54,1756054174172,Synapse54
674,93035 (Oxnard),93035,44.5,44.5,19687500.0,28637.936220648404,1756054174172,Synapse54,1756054174172,Synapse54
675,93036 (Oxnard),93036,34.8,34.8,57531250.0,44350.75529726468,1756054174172,Synapse54,1756054174172,Synapse54
676,93040 (Piru),93040,35.2,35.2,210373750.0,69948.92012966827,1756054174172,Synapse54,1756054174172,Synapse54
677,93041 (Port Hueneme),93041,35.3,35.3,17756250.0,45443.05217351001,1756054174172,Synapse54,1756054174172,Synapse54
678,93042 (Point Mugu Nawc),93042,28.8,28.8,22658750.0,32715.67001637854,1756054174172,Synapse54,1756054174172,Synapse54
679,93043 (Port Hueneme CBC Base),93043,21.7,21.7,5288750.0,18338.12897698315,1756054174172,Synapse54,1756054174172,Synapse54
680,93060 (Santa Paula),93060,36.7,36.7,444731250.0,130856.71913583446,1756054174172,Synapse54,1756054174172,Synapse54
681,93063 (Simi Valley),93063,43.4,43.4,152187500.0,73336.89141591158,1756054174172,Synapse54,1756054174172,Synapse54
682,93065 (Simi Valley),93065,41.5,41.5,162372500.0,99946.71247966331,1756054174172,Synapse54,1756054174172,Synapse54
683,93066 (Somis),93066,40.5,40.5,213113750.0,70417.80026722052,1756054174172,Synapse54,1756054174172,Synapse54
684,93067 (Summerland),93067,51.6,51.6,3121250.0,13803.688952391056,1756054174172,Synapse54,1756054174172,Synapse54
685,93101 (Santa Barbara),93101,36.7,36.7,12745000.0,28285.80195129425,1756054174172,Synapse54,1756054174172,Synapse54
686,93103 (Santa Barbara),93103,40.2,40.2,16525000.0,29119.994233554065,1756054174172,Synapse54,1756054174172,Synapse54
687,93105 (Santa Barbara),93105,48.7,48.7,1085513429.8007812,321789.4778814017,1756054174172,Synapse54,1756054174172,Synapse54
688,93106 (Santa Barbara),93106,19.2,19.2,3322500.0,10424.669722895022,1756054174172,Synapse54,1756054174172,Synapse54
689,93108 (Santa Barbara),93108,51.8,51.8,166741250.0,95173.32161528601,1756054174172,Synapse54,1756054174172,Synapse54
690,93109 (Santa Barbara),93109,41.7,41.7,12905000.0,26305.730134938094,1756054174172,Synapse54,1756054174172,Synapse54
691,93110 (Santa Barbara),93110,46.1,46.1,27103750.0,32877.994289871625,1756054174172,Synapse54,1756054174172,Synapse54
