OBJECTID,DESCRIPTION,ID,DIVINDX_FY,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
466,92256 (Morongo Valley),92256,68.6,68.6,392921250.0,99288.38065611452,1756053718998,Synapse54,1756053718998,Synapse54
467,92257 (Niland),92257,84.9,84.9,611721250.0,159703.04977368534,1756053718998,Synapse54,1756053718998,Synapse54
468,92258 (North Palm Springs),92258,81.8,81.8,25617500.0,38697.81010112696,1756053718998,Synapse54,1756053718998,Synapse54
469,92259 (Ocotillo),92259,84.1,84.1,659221250.0,122994.09812776548,1756053718998,Synapse54,1756053718998,Synapse54
470,92260 (Palm Desert),92260,75.0,75.0,141861250.0,88857.08302554865,1756053718998,Synapse54,1756053718998,Synapse54
471,92262 (Palm Springs),92262,80.8,80.8,153630000.0,70004.47227185928,1756053718998,Synapse54,1756053718998,Synapse54
472,92264 (Palm Springs),92264,66.1,66.1,331716250.0,101958.70943044065,1756053718998,Synapse54,1756053718998,Synapse54
473,92266 (Palo Verde),92266,77.4,77.4,1121250.0,5661.334197310061,1756053718998,Synapse54,1756053718998,Synapse54
474,92267 (Parker Dam),92267,77.4,77.4,228332500.0,88534.48980147045,1756053718998,Synapse54,1756053718998,Synapse54
475,92268 (Pioneertown),92268,52.6,52.6,277587500.0,100455.32367088394,1756053718998,Synapse54,1756053718998,Synapse54
476,92270 (Rancho Mirage),92270,58.8,58.8,96370000.0,50722.17161047328,1756053718998,Synapse54,1756053718998,Synapse54
477,92273 (Seeley),92273,72.6,72.6,1130000.0,5665.2475842498525,1756053718998,Synapse54,1756053718998,Synapse54
478,92274 (Thermal),92274,69.6,69.6,3803470000.0,495352.15853764134,1756053718998,Synapse54,1756053718998,Synapse54
479,92275 (Salton City),92275,69.5,69.5,267500.0,2576.8781156783316,1756053718998,Synapse54,1756053718998,Synapse54
480,92276 (Thousand Palms),92276,82.4,82.4,94840000.0,59126.57249350177,1756053718998,Synapse54,1756053718998,Synapse54
481,92277 (Twentynine Palms),92277,79.5,79.5,4077765000.0,441711.5742478969,1756053718998,Synapse54,1756053718998,Synapse54
482,92278 (Twentynine Palms),92278,78.3,78.3,3288693750.0,375590.4573414763,1756053718998,Synapse54,1756053718998,Synapse54
483,92280 (Vidal),92280,69.4,69.4,2214185000.0,256895.8969392311,1756053718998,Synapse54,1756053718998,Synapse54
484,92281 (Westmorland),92281,75.0,75.0,181036250.0,118371.26225172746,1756053718998,Synapse54,1756053718998,Synapse54
485,92282 (Whitewater),92282,84.9,84.9,282845000.0,98553.2433890691,1756053718998,Synapse54,1756053718998,Synapse54
486,92283 (Winterhaven),92283,83.9,83.9,7792226250.0,517950.46211641707,1756053718998,Synapse54,1756053718998,Synapse54
487,92284 (Yucca Valley),92284,71.3,71.3,496278750.0,181251.80375957795,1756053718998,Synapse54,1756053718998,Synapse54
488,92285 (Landers),92285,67.0,67.0,1684720000.0,269907.7974392567,1756053718998,Synapse54,1756053718998,Synapse54
489,92301 (Adelanto),92301,84.9,84.9,1051018750.0,169037.9838732959,1756053718998,Synapse54,1756053718998,Synapse54
490,92304 (Amboy),92304,76.6,76.6,1880327500.0,222557.69827060262,1756053718998,Synapse54,1756053718998,Synapse54
491,92305 (Angelus Oaks),92305,66.2,66.2,418367613.640625,159826.96731095694,1756053718998,Synapse54,1756053718998,Synapse54
492,92307 (Apple Valley),92307,83.5,83.5,809443750.0,171330.3827227376,1756053718998,Synapse54,1756053718998,Synapse54
493,92308 (Apple Valley),92308,83.2,83.2,381563750.0,116462.71197841002,1756053718998,Synapse54,1756053718998,Synapse54
494,92309 (Baker),92309,86.9,86.9,10660473750.0,805957.498685202,1756053718998,Synapse54,1756053718998,Synapse54
495,92310 (Fort Irwin),92310,83.7,83.7,4459416250.0,333551.05423838476,1756053718998,Synapse54,1756053718998,Synapse54
496,92311 (Barstow),92311,87.8,87.8,1625393750.0,300962.34266606503,1756053718998,Synapse54,1756053718998,Synapse54
497,92313 (Grand Terrace),92313,86.7,86.7,13763750.0,19745.0678637683,1756053718998,Synapse54,1756053718998,Synapse54
498,92314 (Big Bear City),92314,69.5,69.5,941158750.0,289759.82341176155,1756053718998,Synapse54,1756053718998,Synapse54
499,92315 (Big Bear Lake),92315,70.7,70.7,45121250.0,50653.16122566648,1756053718998,Synapse54,1756053718998,Synapse54
500,92316 (Bloomington),92316,73.1,73.1,42046250.0,34621.72811145658,1756053718998,Synapse54,1756053718998,Synapse54
501,92317 (Blue Jay),92317,66.5,66.5,1717500.0,6246.642465774322,1756053718998,Synapse54,1756053718998,Synapse54
502,92318 (Bryn Mawr),92318,82.3,82.3,321250.0,3620.6651971291617,1756053718998,Synapse54,1756053718998,Synapse54
503,92320 (Calimesa),92320,78.2,78.2,54160000.0,48443.67264414599,1756053718998,Synapse54,1756053718998,Synapse54
504,92321 (Cedar Glen),92321,75.2,75.2,4077500.0,11596.135109337552,1756053718998,Synapse54,1756053718998,Synapse54
505,92332 (Essex),92332,84.1,84.1,8479478750.0,491222.04307418433,1756053718998,Synapse54,1756053718998,Synapse54
506,92333 (Fawnskin),92333,61.2,61.2,9801250.0,23411.774905525286,1756053718998,Synapse54,1756053718998,Synapse54
507,92335 (Fontana),92335,72.0,72.0,65380000.0,40779.92289285877,1756053718998,Synapse54,1756053718998,Synapse54
508,92336 (Fontana),92336,88.9,88.9,78431250.0,47083.67147810428,1756053718998,Synapse54,1756053718998,Synapse54
509,92337 (Fontana),92337,82.6,82.6,50931250.0,35486.09943380774,1756053718998,Synapse54,1756053718998,Synapse54
510,92338 (Ludlow),92338,83.0,83.0,2457380000.0,333491.21301942435,1756053718998,Synapse54,1756053718998,Synapse54
511,92339 (Forest Falls),92339,63.1,63.1,346780000.0,130998.42700267813,1756053718998,Synapse54,1756053718998,Synapse54
512,92341 (Green Valley Lake),92341,52.8,52.8,4170000.0,10148.730814482513,1756053718998,Synapse54,1756053718998,Synapse54
513,92342 (Helendale),92342,79.5,79.5,490536250.0,128551.89282404495,1756053718998,Synapse54,1756053718998,Synapse54
514,92344 (Hesperia),92344,85.7,85.7,145977500.0,59094.021951112074,1756053718998,Synapse54,1756053718998,Synapse54
515,92345 (Hesperia),92345,83.4,83.4,299282877.56640625,94717.5221552905,1756053718998,Synapse54,1756053718998,Synapse54
516,92346 (Highland),92346,88.1,88.1,75450000.0,50516.84006554063,1756053718998,Synapse54,1756053718998,Synapse54
517,92347 (Hinkley),92347,82.1,82.1,1168466250.0,223429.79570630056,1756053718998,Synapse54,1756053718998,Synapse54
518,92350 (Loma Linda),92350,75.5,75.5,325000.0,2662.272482983109,1756053718998,Synapse54,1756053718998,Synapse54
519,92352 (Lake Arrowhead),92352,63.9,63.9,34961250.0,39198.68135370152,1756053718998,Synapse54,1756053718998,Synapse54
520,92354 (Loma Linda),92354,86.7,86.7,19262500.0,32113.439694581248,1756053718998,Synapse54,1756053718998,Synapse54
521,92356 (Lucerne Valley),92356,79.9,79.9,1747987500.0,262557.9121112412,1756053718998,Synapse54,1756053718998,Synapse54
522,92358 (Lytle Creek),92358,72.6,72.6,95396250.0,59237.84705163992,1756053718998,Synapse54,1756053718998,Synapse54
523,92359 (Mentone),92359,84.4,84.4,199802500.0,146993.5666282572,1756053718998,Synapse54,1756053718998,Synapse54
524,92363 (Needles),92363,76.6,76.6,4995917500.0,522891.6342496342,1756053718998,Synapse54,1756053718998,Synapse54
525,92364 (Nipton),92364,86.1,86.1,6662700000.0,495982.3479221093,1756053718998,Synapse54,1756053718998,Synapse54
526,92365 (Newberry Springs),92365,77.5,77.5,2015372500.0,283603.0952464746,1756053718998,Synapse54,1756053718998,Synapse54
527,92368 (Oro Grande),92368,83.1,83.1,263910000.0,69753.73208396425,1756053718998,Synapse54,1756053718998,Synapse54
528,92371 (Phelan),92371,83.1,83.1,495092500.0,136736.61966382695,1756053718998,Synapse54,1756053718998,Synapse54
529,92372 (Pinon Hills),92372,76.9,76.9,74847500.0,51049.10986571373,1756053718998,Synapse54,1756053718998,Synapse54
530,92373 (Redlands),92373,79.3,79.3,163128750.0,89297.98121789581,1756053718998,Synapse54,1756053718998,Synapse54
531,92374 (Redlands),92374,87.0,87.0,76466250.0,52153.39311998224,1756053718998,Synapse54,1756053718998,Synapse54
532,92376 (Rialto),92376,78.5,78.5,49923750.0,39680.21948472379,1756053718998,Synapse54,1756053718998,Synapse54
533,92377 (Rialto),92377,87.3,87.3,36657500.0,29736.2696185539,1756053718998,Synapse54,1756053718998,Synapse54
534,92378 (Rimforest),92378,81.7,81.7,1331250.0,5709.97183051108,1756053718998,Synapse54,1756053718998,Synapse54
535,92382 (Running Springs),92382,66.3,66.3,72786250.0,41738.801968663414,1756053718998,Synapse54,1756053718998,Synapse54
536,92384 (Shoshone),92384,63.4,63.4,6149136250.0,351475.9713463227,1756053718998,Synapse54,1756053718998,Synapse54
537,92385 (Skyforest),92385,71.2,71.2,1886250.0,7682.238548172248,1756053718998,Synapse54,1756053718998,Synapse54
538,92386 (Sugarloaf),92386,68.7,68.7,5848750.0,12327.857358947613,1756053718998,Synapse54,1756053718998,Synapse54
539,92389 (Tecopa),92389,67.1,67.1,1444243750.0,199918.4382367414,1756053718998,Synapse54,1756053718998,Synapse54
540,92391 (Twin Peaks),92391,78.5,78.5,7715000.0,18302.818690646458,1756053718998,Synapse54,1756053718998,Synapse54
541,92392 (Victorville),92392,87.4,87.4,137711250.0,60765.98824847531,1756053718998,Synapse54,1756053718998,Synapse54
542,92394 (Victorville),92394,88.0,88.0,121477500.0,88305.61698855038,1756053718998,Synapse54,1756053718998,Synapse54
543,92395 (Victorville),92395,87.7,87.7,68708145.1640625,47846.85223202196,1756053718998,Synapse54,1756053718998,Synapse54
544,92397 (Wrightwood),92397,62.4,62.4,140215000.0,84425.74718512002,1756053718998,Synapse54,1756053718998,Synapse54
545,92398 (Yermo),92398,77.8,77.8,101285000.0,60647.751832491886,1756053718998,Synapse54,1756053718998,Synapse54
546,92399 (Yucaipa),92399,79.4,79.4,172393750.0,78202.61353775508,1756053718998,Synapse54,1756053718998,Synapse54
547,92401 (San Bernardino),92401,84.9,84.9,2431250.0,11026.825288417274,1756053718998,Synapse54,1756053718998,Synapse54
548,92404 (San Bernardino),92404,84.3,84.3,83843750.0,59702.91140620923,1756053718998,Synapse54,1756053718998,Synapse54
549,92405 (San Bernardino),92405,82.2,82.2,19550000.0,22817.92291360122,1756053718998,Synapse54,1756053718998,Synapse54
550,92407 (San Bernardino),92407,86.2,86.2,655255227.2773438,262930.7761975885,1756053718998,Synapse54,1756053718998,Synapse54
551,92408 (San Bernardino),92408,87.8,87.8,44236250.0,37255.81035689737,1756053718998,Synapse54,1756053718998,Synapse54
552,92410 (San Bernardino),92410,76.2,76.2,31268750.0,49893.12531732991,1756053718998,Synapse54,1756053718998,Synapse54
553,92411 (San Bernardino),92411,72.9,72.9,17991250.0,18900.85406904243,1756053718998,Synapse54,1756053718998,Synapse54
554,92415 (San Bernardino),92415,75.0,75.0,275000.0,3000.0,1756053718998,Synapse54,1756053718998,Synapse54
555,92501 (Riverside),92501,85.5,85.5,22537500.0,29360.344553073046,1756053718998,Synapse54,1756053718998,Synapse54
556,92503 (Riverside),92503,85.4,85.4,107661250.0,83524.3000869383,1756053718998,Synapse54,1756053718998,Synapse54
557,92504 (Riverside),92504,85.4,85.4,85888750.0,78010.88809143189,1756053718998,Synapse54,1756053718998,Synapse54
558,92505 (Riverside),92505,85.3,85.3,47511250.0,39417.83554710996,1756053718998,Synapse54,1756053718998,Synapse54
559,92506 (Riverside),92506,83.5,83.5,65882500.0,59310.71744028767,1756053718998,Synapse54,1756053718998,Synapse54
560,92507 (Riverside),92507,88.2,88.2,67203750.0,75253.54192382339,1756053718998,Synapse54,1756053718998,Synapse54
561,92508 (Riverside),92508,86.6,86.6,48228750.0,42104.659565642694,1756053718998,Synapse54,1756053718998,Synapse54
562,92509 (Jurupa Valley),92509,78.6,78.6,116866250.0,47428.70899972364,1756053718998,Synapse54,1756053718998,Synapse54
563,92518 (March Air Reserve Base),92518,78.7,78.7,38241250.0,32992.245231222754,1756053718998,Synapse54,1756053718998,Synapse54
564,92521 (Riverside),92521,82.3,82.3,4610000.0,12148.698391121136,1756053718998,Synapse54,1756053718998,Synapse54
565,92530 (Lake Elsinore),92530,85.4,85.4,438397500.0,112963.1858719261,1756053718998,Synapse54,1756053718998,Synapse54
566,92532 (Lake Elsinore),92532,87.6,87.6,63673750.0,65388.410720160115,1756053718998,Synapse54,1756053718998,Synapse54
567,92536 (Aguanga),92536,74.7,74.7,354418750.0,120213.46731845246,1756053718998,Synapse54,1756053718998,Synapse54
568,92539 (Anza),92539,81.6,81.6,579091250.0,144201.50706698783,1756053718998,Synapse54,1756053718998,Synapse54
569,92543 (Hemet),92543,86.2,86.2,68802500.0,61367.79442167451,1756053718998,Synapse54,1756053718998,Synapse54
570,92544 (Hemet),92544,85.0,85.0,414903750.0,151338.12956250404,1756053718998,Synapse54,1756053718998,Synapse54
571,92545 (Hemet),92545,85.7,85.7,104872500.0,86730.68453675932,1756053718998,Synapse54,1756053718998,Synapse54
572,92548 (Homeland),92548,81.1,81.1,38288750.0,33509.64277118994,1756053718998,Synapse54,1756053718998,Synapse54
573,92549 (Idyllwild),92549,63.8,63.8,358915000.0,107864.63976792223,1756053718998,Synapse54,1756053718998,Synapse54
574,92551 (Moreno Valley),92551,84.2,84.2,22831250.0,19728.964458924765,1756053718998,Synapse54,1756053718998,Synapse54
575,92553 (Moreno Valley),92553,82.6,82.6,38985000.0,28591.739186878363,1756053718998,Synapse54,1756053718998,Synapse54
576,92555 (Moreno Valley),92555,89.6,89.6,275277500.0,91449.45508308428,1756053718998,Synapse54,1756053718998,Synapse54
577,92557 (Moreno Valley),92557,87.6,87.6,79985000.0,53460.86448257353,1756053718998,Synapse54,1756053718998,Synapse54
578,92561 (Mountain Center),92561,67.7,67.7,1620912500.0,315017.98964642035,1756053718998,Synapse54,1756053718998,Synapse54
579,92562 (Murrieta),92562,81.8,81.8,221006250.0,95812.13808091207,1756053718998,Synapse54,1756053718998,Synapse54
580,92563 (Murrieta),92563,85.8,85.8,78192500.0,53899.198339420196,1756053718998,Synapse54,1756053718998,Synapse54
581,92567 (Nuevo),92567,80.9,80.9,115155000.0,52551.257802414395,1756053718998,Synapse54,1756053718998,Synapse54
582,92570 (Perris),92570,79.3,79.3,391848750.0,141636.61094909988,1756053718998,Synapse54,1756053718998,Synapse54
583,92571 (Perris),92571,79.6,79.6,129411250.0,59493.83243138058,1756053718998,Synapse54,1756053718998,Synapse54
584,92582 (San Jacinto),92582,86.4,86.4,77062500.0,47625.591915771925,1756053718998,Synapse54,1756053718998,Synapse54
585,92583 (San Jacinto),92583,84.9,84.9,117017500.0,68854.68187138022,1756053718998,Synapse54,1756053718998,Synapse54
586,92584 (Menifee),92584,85.6,85.6,125473750.0,88632.97807464864,1756053718998,Synapse54,1756053718998,Synapse54
587,92585 (Menifee),92585,86.6,86.6,65328750.0,63969.72667996268,1756053718998,Synapse54,1756053718998,Synapse54
588,92586 (Menifee),92586,81.0,81.0,22697500.0,25680.59999652119,1756053718998,Synapse54,1756053718998,Synapse54
589,92587 (Menifee),92587,78.5,78.5,33000000.0,28855.688766937034,1756053718998,Synapse54,1756053718998,Synapse54
590,92590 (Temecula),92590,84.5,84.5,171402500.0,74224.59376095551,1756053718998,Synapse54,1756053718998,Synapse54
591,92591 (Temecula),92591,82.9,82.9,57467500.0,46864.2059342935,1756053718998,Synapse54,1756053718998,Synapse54
592,92592 (Temecula),92592,81.3,81.3,449697500.0,150010.17362394696,1756053718998,Synapse54,1756053718998,Synapse54
593,92595 (Wildomar),92595,84.6,84.6,77962500.0,49546.47682350081,1756053718998,Synapse54,1756053718998,Synapse54
594,92596 (Winchester),92596,86.1,86.1,236541250.0,105694.89597132463,1756053718998,Synapse54,1756053718998,Synapse54
595,92602 (Irvine),92602,65.8,65.8,54335000.0,48615.20874763779,1756053718998,Synapse54,1756053718998,Synapse54
596,92603 (Irvine),92603,67.5,67.5,49596250.0,39851.28103911499,1756053718998,Synapse54,1756053718998,Synapse54
597,92604 (Irvine),92604,72.9,72.9,12971250.0,14796.767588249384,1756053718998,Synapse54,1756053718998,Synapse54
598,92606 (Irvine),92606,71.4,71.4,11687516.33984375,24285.50058514748,1756053718998,Synapse54,1756053718998,Synapse54
599,92610 (Foothill Ranch),92610,74.5,74.5,41970000.0,42026.008696583456,1756053718998,Synapse54,1756053718998,Synapse54
600,92612 (Irvine),92612,72.6,72.6,24991250.0,30023.681639087186,1756053718998,Synapse54,1756053718998,Synapse54
601,92614 (Irvine),92614,74.5,74.5,16787500.0,22384.83540840505,1756053718998,Synapse54,1756053718998,Synapse54
602,92617 (Irvine),92617,84.2,84.2,8672500.0,15412.013244571113,1756053718998,Synapse54,1756053718998,Synapse54
603,92618 (Irvine),92618,66.6,66.6,94576250.0,64024.6551904949,1756053718998,Synapse54,1756053718998,Synapse54
604,92620 (Irvine),92620,61.8,61.8,23306250.0,21025.73996103775,1756053718998,Synapse54,1756053718998,Synapse54
605,92624 (Capistrano Beach),92624,67.6,67.6,5602500.0,19224.425787531967,1756053718998,Synapse54,1756053718998,Synapse54
606,92625 (Corona del Mar),92625,42.4,42.4,9253750.0,22768.574163236848,1756053718998,Synapse54,1756053718998,Synapse54
607,92626 (Costa Mesa),92626,81.7,81.7,35749444.4375,30953.607275611746,1756053718998,Synapse54,1756053718998,Synapse54
608,92627 (Costa Mesa),92627,83.1,83.1,24660526.3203125,32009.424849547257,1756053718998,Synapse54,1756053718998,Synapse54
609,92629 (Dana Point),92629,63.9,63.9,19367500.0,26404.176955851315,1756053718998,Synapse54,1756053718998,Synapse54
610,92630 (Lake Forest),92630,82.9,82.9,39691250.0,33234.410302807584,1756053718998,Synapse54,1756053718998,Synapse54
611,92637 (Laguna Woods),92637,56.4,56.4,12412045.45703125,24637.976550366835,1756053718998,Synapse54,1756053718998,Synapse54
612,92646 (Huntington Beach),92646,67.3,67.3,31957500.0,27762.065402696444,1756053718998,Synapse54,1756053718998,Synapse54
613,92647 (Huntington Beach),92647,82.9,82.9,28932500.0,33867.74871894199,1756053718998,Synapse54,1756053718998,Synapse54
614,92648 (Huntington Beach),92648,69.2,69.2,30280000.0,28473.954706364795,1756053718998,Synapse54,1756053718998,Synapse54
615,92649 (Huntington Beach),92649,68.5,68.5,19831250.0,56450.29251686164,1756053718998,Synapse54,1756053718998,Synapse54
616,92651 (Laguna Beach),92651,48.6,48.6,67526250.0,62490.433798214086,1756053718998,Synapse54,1756053718998,Synapse54
617,92653 (Laguna Hills),92653,78.7,78.7,24331250.0,35888.268819247765,1756053718998,Synapse54,1756053718998,Synapse54
618,92655 (Midway City),92655,75.1,75.1,2486250.0,12474.692560266567,1756053718998,Synapse54,1756053718998,Synapse54
619,92656 (Aliso Viejo),92656,76.1,76.1,32877599.19921875,34966.50159209713,1756053718998,Synapse54,1756053718998,Synapse54
620,92657 (Newport Coast),92657,63.1,63.1,33871111.109375,40735.605455959,1756053718998,Synapse54,1756053718998,Synapse54
621,92660 (Newport Beach),92660,55.2,55.2,34988824.7734375,72801.1498150933,1756053718998,Synapse54,1756053718998,Synapse54
622,92661 (Newport Beach),92661,42.7,42.7,2449775.0,14182.819254330147,1756053718998,Synapse54,1756053718998,Synapse54
623,92662 (Newport Beach),92662,34.8,34.8,756250.0,4073.1965054184398,1756053718998,Synapse54,1756053718998,Synapse54
624,92663 (Newport Beach),92663,55.8,55.8,12661250.0,29524.238996506057,1756053718998,Synapse54,1756053718998,Synapse54
625,92672 (San Clemente),92672,67.2,67.2,122097500.0,68144.85534340238,1756053718998,Synapse54,1756053718998,Synapse54
626,92673 (San Clemente),92673,61.9,61.9,43796250.0,35322.34411652421,1756053718998,Synapse54,1756053718998,Synapse54
627,92675 (San Juan Capistrano),92675,80.5,80.5,398135000.0,159328.0017001646,1756053718998,Synapse54,1756053718998,Synapse54
628,92676 (Silverado),92676,56.1,56.1,185577580.6484375,69847.88033705542,1756053718998,Synapse54,1756053718998,Synapse54
629,92677 (Laguna Niguel),92677,67.9,67.9,62363750.0,49653.56764980074,1756053718998,Synapse54,1756053718998,Synapse54
630,92679 (Trabuco Canyon),92679,65.1,65.1,131953669.3515625,96766.9142094817,1756053718998,Synapse54,1756053718998,Synapse54
631,92683 (Westminster),92683,78.0,78.0,37225000.0,54186.216950067326,1756053718998,Synapse54,1756053718998,Synapse54
632,92688 (Rancho Santa Margarita),92688,77.0,77.0,34180000.0,38611.769223276526,1756053718998,Synapse54,1756053718998,Synapse54
633,92691 (Mission Viejo),92691,74.9,74.9,33036250.0,38001.18237164921,1756053718998,Synapse54,1756053718998,Synapse54
634,92692 (Mission Viejo),92692,70.4,70.4,36926250.0,46348.02646266434,1756053718998,Synapse54,1756053718998,Synapse54
635,92694 (Ladera Ranch),92694,66.7,66.7,30588750.0,43863.23830896375,1756053718998,Synapse54,1756053718998,Synapse54
636,92697 (Irvine),92697,86.1,86.1,640000.0,3555.8432426418512,1756053718998,Synapse54,1756053718998,Synapse54
637,92701 (Santa Ana),92701,71.5,71.5,12300000.0,17909.285594515157,1756053718998,Synapse54,1756053718998,Synapse54
638,92703 (Santa Ana),92703,80.0,80.0,15516250.0,25608.827947224716,1756053718998,Synapse54,1756053718998,Synapse54
639,92704 (Santa Ana),92704,84.2,84.2,28642500.0,33855.42088207186,1756053718998,Synapse54,1756053718998,Synapse54
640,92705 (Santa Ana),92705,85.7,85.7,43200000.0,77393.0258273789,1756053718998,Synapse54,1756053718998,Synapse54
641,92706 (Santa Ana),92706,83.1,83.1,13002500.0,24009.66740740803,1756053718998,Synapse54,1756053718998,Synapse54
642,92707 (Santa Ana),92707,77.7,77.7,19470000.0,30897.365733854946,1756053718998,Synapse54,1756053718998,Synapse54
643,92708 (Fountain Valley),92708,75.2,75.2,33996250.0,27518.702015973777,1756053718998,Synapse54,1756053718998,Synapse54
644,92780 (Tustin),92780,87.4,87.4,24413750.0,32757.49656408988,1756053718998,Synapse54,1756053718998,Synapse54
645,92782 (Tustin),92782,76.5,76.5,21093750.0,42452.81886104531,1756053718998,Synapse54,1756053718998,Synapse54
646,92801 (Anaheim),92801,86.5,86.5,22840000.0,36651.55106988114,1756053718998,Synapse54,1756053718998,Synapse54
647,92802 (Anaheim),92802,86.6,86.6,16627666.6640625,25129.664495851255,1756053718998,Synapse54,1756053718998,Synapse54
648,92804 (Anaheim),92804,88.2,88.2,27093750.0,36797.87377561943,1756053718998,Synapse54,1756053718998,Synapse54
649,92805 (Anaheim),92805,84.1,84.1,24434833.3359375,26630.492011417336,1756053718998,Synapse54,1756053718998,Synapse54
650,92806 (Anaheim),92806,87.4,87.4,30277500.0,35397.16242525879,1756053718998,Synapse54,1756053718998,Synapse54
651,92807 (Anaheim),92807,80.7,80.7,43425000.0,49369.07786874545,1756053718998,Synapse54,1756053718998,Synapse54
652,92808 (Anaheim),92808,75.4,75.4,135771250.0,67114.4473414959,1756053718998,Synapse54,1756053718998,Synapse54
653,92821 (Brea),92821,84.4,84.4,40157500.0,31640.813398465692,1756053718998,Synapse54,1756053718998,Synapse54
654,92823 (Brea),92823,74.8,74.8,40087500.0,32182.422041735485,1756053718998,Synapse54,1756053718998,Synapse54
655,92831 (Fullerton),92831,87.0,87.0,22971250.0,23931.067124648023,1756053718998,Synapse54,1756053718998,Synapse54
656,92832 (Fullerton),92832,87.8,87.8,10311250.0,16109.402594640136,1756053718998,Synapse54,1756053718998,Synapse54
657,92833 (Fullerton),92833,85.8,85.8,28923750.0,27760.4610883227,1756053718998,Synapse54,1756053718998,Synapse54
658,92835 (Fullerton),92835,80.9,80.9,21915000.0,32662.879063291384,1756053718998,Synapse54,1756053718998,Synapse54
659,92840 (Garden Grove),92840,86.1,86.1,19585000.0,23926.962718451425,1756053718998,Synapse54,1756053718998,Synapse54
660,92841 (Garden Grove),92841,81.8,81.8,17046250.0,30056.2093910369,1756053718998,Synapse54,1756053718998,Synapse54
661,92843 (Garden Grove),92843,83.9,83.9,14896250.0,29992.39321922365,1756053718998,Synapse54,1756053718998,Synapse54
662,92844 (Garden Grove),92844,73.0,73.0,7895000.0,16403.528390326035,1756053718998,Synapse54,1756053718998,Synapse54
663,92845 (Garden Grove),92845,76.9,76.9,8133750.0,11819.88810437026,1756053718998,Synapse54,1756053718998,Synapse54
664,92860 (Norco),92860,83.5,83.5,54128750.0,49115.86210371589,1756053718998,Synapse54,1756053718998,Synapse54
665,92861 (Villa Park),92861,69.4,69.4,8340000.0,17926.67245314459,1756053718998,Synapse54,1756053718998,Synapse54
666,92865 (Orange),92865,86.6,86.6,13336250.0,16133.265595069315,1756053718998,Synapse54,1756053718998,Synapse54
667,92866 (Orange),92866,84.0,84.0,7418750.0,12813.804565973127,1756053718998,Synapse54,1756053718998,Synapse54
668,92867 (Orange),92867,85.1,85.1,29515000.0,52452.17586230138,1756053718998,Synapse54,1756053718998,Synapse54
669,92868 (Orange),92868,87.6,87.6,12813750.0,21889.700334687273,1756053718998,Synapse54,1756053718998,Synapse54
670,92869 (Orange),92869,84.7,84.7,49452500.0,43559.182698021956,1756053718998,Synapse54,1756053718998,Synapse54
671,92870 (Placentia),92870,86.3,86.3,25658750.0,42875.80354717247,1756053718998,Synapse54,1756053718998,Synapse54
672,92878 (Corona),92878,86.8,86.8,28011250.0,43014.98620425098,1756053718998,Synapse54,1756053718998,Synapse54
673,92879 (Corona),92879,87.7,87.7,35812500.0,35718.5917383939,1756053718998,Synapse54,1756053718998,Synapse54
674,92880 (Corona),92880,87.7,87.7,66393750.0,60879.49666935877,1756053718998,Synapse54,1756053718998,Synapse54
675,92881 (Corona),92881,86.5,86.5,87822500.0,78100.13412564347,1756053718998,Synapse54,1756053718998,Synapse54
676,92882 (Corona),92882,87.4,87.4,100377500.0,56643.47421769441,1756053718998,Synapse54,1756053718998,Synapse54
677,92883 (Corona),92883,85.5,85.5,213882500.0,87517.171289697,1756053718998,Synapse54,1756053718998,Synapse54
678,92886 (Yorba Linda),92886,75.7,75.7,56058750.0,49514.934612607736,1756053718998,Synapse54,1756053718998,Synapse54
679,92887 (Yorba Linda),92887,74.7,74.7,34530000.0,37985.248233257116,1756053718998,Synapse54,1756053718998,Synapse54
680,93001 (Ventura),93001,80.9,80.9,328800721.75390625,138054.9955498076,1756053718998,Synapse54,1756053718998,Synapse54
681,93003 (Ventura),93003,78.6,78.6,74552500.0,55676.02575982478,1756053718998,Synapse54,1756053718998,Synapse54
682,93004 (Ventura),93004,80.8,80.8,26253750.0,24293.608892124525,1756053718998,Synapse54,1756053718998,Synapse54
683,93010 (Camarillo),93010,80.9,80.9,79716250.0,46831.915462838704,1756053718998,Synapse54,1756053718998,Synapse54
684,93012 (Camarillo),93012,76.0,76.0,184080000.0,94772.80839757764,1756053718998,Synapse54,1756053718998,Synapse54
685,93013 (Carpinteria),93013,81.8,81.8,79270000.0,51873.42689239334,1756053718998,Synapse54,1756053718998,Synapse54
686,93015 (Fillmore),93015,79.2,79.2,400038750.0,134789.0342106503,1756053718998,Synapse54,1756053718998,Synapse54
687,93021 (Moorpark),93021,81.4,81.4,234746250.0,99048.10368902325,1756053718998,Synapse54,1756053718998,Synapse54
688,93022 (Oak View),93022,73.6,73.6,13133750.0,25118.329999860227,1756053718998,Synapse54,1756053718998,Synapse54
689,93023 (Ojai),93023,68.0,68.0,1181358803.4804688,195447.1922160022,1756053718998,Synapse54,1756053718998,Synapse54
690,93030 (Oxnard),93030,80.6,80.6,53537500.0,50865.79887099985,1756053718998,Synapse54,1756053718998,Synapse54
691,93033 (Oxnard),93033,75.0,75.0,130200000.0,78026.87368580469,1756053718998,Synapse54,1756053718998,Synapse54
