OBJECTID,DESCRIPTION,ID,MEDAGE_FY,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
402,92096 (San Marcos),92096,23.0,23.0,1246250.0,5131.926205095374,1756054284498,Synapse54,1756054284498,Synapse54
403,92101 (San Diego),92101,41.0,41.0,17652500.0,41952.95861978602,1756054284498,Synapse54,1756054284498,Synapse54
404,92102 (San Diego),92102,35.3,35.3,19357500.0,27761.519143524947,1756054284498,Synapse54,1756054284498,Synapse54
405,92103 (San Diego),92103,44.0,44.0,13832500.0,20677.90575666988,1756054284498,Synapse54,1756054284498,Synapse54
406,92104 (San Diego),92104,36.8,36.8,12302500.0,16443.73034689229,1756054284498,Synapse54,1756054284498,Synapse54
407,92105 (San Diego),92105,35.6,35.6,20866250.0,25077.16020499865,1756054284498,Synapse54,1756054284498,Synapse54
408,92106 (San Diego),92106,41.6,41.6,16973750.0,50346.39575990271,1756054284498,Synapse54,1756054284498,Synapse54
409,92107 (San Diego),92107,38.8,38.8,11873750.0,21143.46010418734,1756054284498,Synapse54,1756054284498,Synapse54
410,92108 (San Diego),92108,36.6,36.6,18099618.64453125,35201.407383401085,1756054284498,Synapse54,1756054284498,Synapse54
411,92109 (San Diego),92109,36.1,36.1,27806546.32421875,87091.05516929962,1756054284498,Synapse54,1756054284498,Synapse54
412,92110 (San Diego),92110,33.4,33.4,18492500.0,35509.166249758426,1756054284498,Synapse54,1756054284498,Synapse54
413,92111 (San Diego),92111,39.9,39.9,36671136.3671875,39976.35111913949,1756054284498,Synapse54,1756054284498,Synapse54
414,92113 (San Diego),92113,33.1,33.1,16136250.0,26345.856708401625,1756054284498,Synapse54,1756054284498,Synapse54
415,92114 (San Diego),92114,39.0,39.0,30587500.0,30798.863672713847,1756054284498,Synapse54,1756054284498,Synapse54
416,92115 (San Diego),92115,32.0,32.0,22681250.0,33254.94500453067,1756054284498,Synapse54,1756054284498,Synapse54
417,92116 (San Diego),92116,38.0,38.0,12396250.0,19553.345036492923,1756054284498,Synapse54,1756054284498,Synapse54
418,92117 (San Diego),92117,42.3,42.3,32085000.0,29129.845717873457,1756054284498,Synapse54,1756054284498,Synapse54
419,92118 (Coronado),92118,40.8,40.8,15557500.0,52704.40876973735,1756054284498,Synapse54,1756054284498,Synapse54
420,92119 (San Diego),92119,44.3,44.3,22577500.0,24696.36141588736,1756054284498,Synapse54,1756054284498,Synapse54
421,92120 (San Diego),92120,43.1,43.1,23672500.0,26212.37973772826,1756054284498,Synapse54,1756054284498,Synapse54
422,92121 (San Diego),92121,32.9,32.9,47117500.0,44525.543995451764,1756054284498,Synapse54,1756054284498,Synapse54
423,92122 (San Diego),92122,34.1,34.1,22580000.0,22292.10882187187,1756054284498,Synapse54,1756054284498,Synapse54
424,92123 (San Diego),92123,37.1,37.1,29283750.0,28549.865521880685,1756054284498,Synapse54,1756054284498,Synapse54
425,92124 (San Diego),92124,34.6,34.6,30825000.0,29218.585442232834,1756054284498,Synapse54,1756054284498,Synapse54
426,92126 (San Diego),92126,39.6,39.6,38500000.0,30231.442913755007,1756054284498,Synapse54,1756054284498,Synapse54
427,92127 (San Diego),92127,40.6,40.6,83867500.0,47997.98998967557,1756054284498,Synapse54,1756054284498,Synapse54
428,92128 (San Diego),92128,47.5,47.5,43265000.0,46530.56808066494,1756054284498,Synapse54,1756054284498,Synapse54
429,92129 (San Diego),92129,42.5,42.5,49892500.0,38959.98011529699,1756054284498,Synapse54,1756054284498,Synapse54
430,92130 (San Diego),92130,41.3,41.3,71188750.0,46191.327209128154,1756054284498,Synapse54,1756054284498,Synapse54
431,92131 (San Diego),92131,42.9,42.9,51802500.0,48468.016179833794,1756054284498,Synapse54,1756054284498,Synapse54
432,92134 (San Diego),92134,22.6,22.6,857500.0,4846.759392252197,1756054284498,Synapse54,1756054284498,Synapse54
433,92135 (San Diego),92135,22.9,22.9,11916818.1796875,21375.370722001364,1756054284498,Synapse54,1756054284498,Synapse54
434,92136 (San Diego),92136,23.2,23.2,4217500.0,20266.08186058066,1756054284498,Synapse54,1756054284498,Synapse54
435,92139 (San Diego),92139,38.8,38.8,13055000.0,17717.04625247994,1756054284498,Synapse54,1756054284498,Synapse54
436,92140 (San Diego),92140,18.7,18.7,2190000.0,6728.356665717072,1756054284498,Synapse54,1756054284498,Synapse54
437,92145 (San Diego),92145,22.1,22.1,73777916.66015625,57882.406537794865,1756054284498,Synapse54,1756054284498,Synapse54
438,92147 (San Diego),92147,20.6,20.6,291250.0,2821.4495641894096,1756054284498,Synapse54,1756054284498,Synapse54
439,92152 (San Diego),92152,23.0,23.0,4297500.0,22403.983924341494,1756054284498,Synapse54,1756054284498,Synapse54
440,92154 (San Diego),92154,38.3,38.3,137338750.0,92148.54362376213,1756054284498,Synapse54,1756054284498,Synapse54
441,92155 (San Diego),92155,21.4,21.4,802500.0,4878.1073303889525,1756054284498,Synapse54,1756054284498,Synapse54
442,92173 (San Ysidro),92173,34.8,34.8,13011250.0,21458.228262532906,1756054284498,Synapse54,1756054284498,Synapse54
443,92182 (San Diego),92182,22.4,22.4,1118750.0,6590.671581328548,1756054284498,Synapse54,1756054284498,Synapse54
444,92201 (Indio),92201,37.5,37.5,64670000.0,45156.55043083316,1756054284498,Synapse54,1756054284498,Synapse54
445,92203 (Indio),92203,44.2,44.2,71103750.0,50626.181985512696,1756054284498,Synapse54,1756054284498,Synapse54
446,92210 (Indian Wells),92210,68.5,68.5,52285000.0,39810.02526726225,1756054284498,Synapse54,1756054284498,Synapse54
447,92211 (Palm Desert),92211,63.2,63.2,61500000.0,62111.085212045684,1756054284498,Synapse54,1756054284498,Synapse54
448,92220 (Banning),92220,43.7,43.7,533815000.0,141065.61142151628,1756054284498,Synapse54,1756054284498,Synapse54
449,92223 (Beaumont),92223,39.2,39.2,170608750.0,90619.2285822282,1756054284498,Synapse54,1756054284498,Synapse54
450,92225 (Blythe),92225,38.1,38.1,1555675000.0,275906.33996726025,1756054284498,Synapse54,1756054284498,Synapse54
451,92227 (Brawley),92227,35.1,35.1,1452650000.0,326084.02001691033,1756054284498,Synapse54,1756054284498,Synapse54
452,92230 (Cabazon),92230,39.1,39.1,72161250.0,48271.227198029635,1756054284498,Synapse54,1756054284498,Synapse54
453,92231 (Calexico),92231,37.8,37.8,192092500.0,110791.62477727952,1756054284498,Synapse54,1756054284498,Synapse54
454,92233 (Calipatria),92233,33.2,33.2,864701250.0,166996.82633033884,1756054284498,Synapse54,1756054284498,Synapse54
455,92234 (Cathedral City),92234,43.4,43.4,62357500.0,62032.768026097845,1756054284498,Synapse54,1756054284498,Synapse54
456,92236 (Coachella),92236,31.4,31.4,79386250.0,53620.583367236744,1756054284498,Synapse54,1756054284498,Synapse54
457,92239 (Desert Center),92239,38.8,38.8,13464476257.933594,609057.7304047911,1756054284498,Synapse54,1756054284498,Synapse54
458,92240 (Desert Hot Springs),92240,36.3,36.3,258777500.0,116921.4358405755,1756054284498,Synapse54,1756054284498,Synapse54
459,92241 (Desert Hot Springs),92241,55.4,55.4,406943750.0,125538.87176989473,1756054284498,Synapse54,1756054284498,Synapse54
460,92242 (Earp),92242,65.4,65.4,322933750.0,99777.96457866867,1756054284498,Synapse54,1756054284498,Synapse54
461,92243 (El Centro),92243,36.5,36.5,434503750.0,152996.08764950777,1756054284498,Synapse54,1756054284498,Synapse54
462,92249 (Heber),92249,34.1,34.1,94487500.0,92587.21497830041,1756054284498,Synapse54,1756054284498,Synapse54
463,92250 (Holtville),92250,39.1,39.1,492617500.0,135489.01485119225,1756054284498,Synapse54,1756054284498,Synapse54
464,92251 (Imperial),92251,35.2,35.2,473733750.0,173147.26229501562,1756054284498,Synapse54,1756054284498,Synapse54
465,92252 (Joshua Tree),92252,48.0,48.0,387720000.0,136183.19702335983,1756054284498,Synapse54,1756054284498,Synapse54
466,92253 (La Quinta),92253,52.7,52.7,134797500.0,63803.55815503319,1756054284498,Synapse54,1756054284498,Synapse54
467,92254 (Mecca),92254,29.6,29.6,577230000.0,142421.18768067623,1756054284498,Synapse54,1756054284498,Synapse54
468,92256 (Morongo Valley),92256,52.0,52.0,392921250.0,99288.38065611452,1756054284498,Synapse54,1756054284498,Synapse54
469,92257 (Niland),92257,46.4,46.4,611721250.0,159703.04977368534,1756054284498,Synapse54,1756054284498,Synapse54
470,92258 (North Palm Springs),92258,37.9,37.9,25617500.0,38697.81010112696,1756054284498,Synapse54,1756054284498,Synapse54
471,92259 (Ocotillo),92259,39.4,39.4,659221250.0,122994.09812776548,1756054284498,Synapse54,1756054284498,Synapse54
472,92260 (Palm Desert),92260,59.0,59.0,141861250.0,88857.08302554865,1756054284498,Synapse54,1756054284498,Synapse54
473,92262 (Palm Springs),92262,56.6,56.6,153630000.0,70004.47227185928,1756054284498,Synapse54,1756054284498,Synapse54
474,92264 (Palm Springs),92264,64.7,64.7,331716250.0,101958.70943044065,1756054284498,Synapse54,1756054284498,Synapse54
475,92266 (Palo Verde),92266,65.3,65.3,1121250.0,5661.334197310061,1756054284498,Synapse54,1756054284498,Synapse54
476,92267 (Parker Dam),92267,49.2,49.2,228332500.0,88534.48980147045,1756054284498,Synapse54,1756054284498,Synapse54
477,92268 (Pioneertown),92268,62.0,62.0,277587500.0,100455.32367088394,1756054284498,Synapse54,1756054284498,Synapse54
478,92270 (Rancho Mirage),92270,67.9,67.9,96370000.0,50722.17161047328,1756054284498,Synapse54,1756054284498,Synapse54
479,92273 (Seeley),92273,37.5,37.5,1130000.0,5665.2475842498525,1756054284498,Synapse54,1756054284498,Synapse54
480,92274 (Thermal),92274,31.4,31.4,3803470000.0,495352.15853764134,1756054284498,Synapse54,1756054284498,Synapse54
481,92275 (Salton City),92275,25.0,25.0,267500.0,2576.8781156783316,1756054284498,Synapse54,1756054284498,Synapse54
482,92276 (Thousand Palms),92276,45.8,45.8,94840000.0,59126.57249350177,1756054284498,Synapse54,1756054284498,Synapse54
483,92277 (Twentynine Palms),92277,31.2,31.2,4077765000.0,441711.5742478969,1756054284498,Synapse54,1756054284498,Synapse54
484,92278 (Twentynine Palms),92278,23.3,23.3,3288693750.0,375590.4573414763,1756054284498,Synapse54,1756054284498,Synapse54
485,92280 (Vidal),92280,45.8,45.8,2214185000.0,256895.8969392311,1756054284498,Synapse54,1756054284498,Synapse54
486,92281 (Westmorland),92281,35.2,35.2,181036250.0,118371.26225172746,1756054284498,Synapse54,1756054284498,Synapse54
487,92282 (Whitewater),92282,45.7,45.7,282845000.0,98553.2433890691,1756054284498,Synapse54,1756054284498,Synapse54
488,92283 (Winterhaven),92283,40.1,40.1,7792226250.0,517950.46211641707,1756054284498,Synapse54,1756054284498,Synapse54
489,92284 (Yucca Valley),92284,45.2,45.2,496278750.0,181251.80375957795,1756054284498,Synapse54,1756054284498,Synapse54
490,92285 (Landers),92285,56.2,56.2,1684720000.0,269907.7974392567,1756054284498,Synapse54,1756054284498,Synapse54
491,92301 (Adelanto),92301,31.2,31.2,1051018750.0,169037.9838732959,1756054284498,Synapse54,1756054284498,Synapse54
492,92304 (Amboy),92304,45.0,45.0,1880327500.0,222557.69827060262,1756054284498,Synapse54,1756054284498,Synapse54
493,92305 (Angelus Oaks),92305,46.2,46.2,418367613.640625,159826.96731095694,1756054284498,Synapse54,1756054284498,Synapse54
494,92307 (Apple Valley),92307,38.4,38.4,809443750.0,171330.3827227376,1756054284498,Synapse54,1756054284498,Synapse54
495,92308 (Apple Valley),92308,41.8,41.8,381563750.0,116462.71197841002,1756054284498,Synapse54,1756054284498,Synapse54
496,92309 (Baker),92309,38.7,38.7,10660473750.0,805957.498685202,1756054284498,Synapse54,1756054284498,Synapse54
497,92310 (Fort Irwin),92310,24.4,24.4,4459416250.0,333551.05423838476,1756054284498,Synapse54,1756054284498,Synapse54
498,92311 (Barstow),92311,34.0,34.0,1625393750.0,300962.34266606503,1756054284498,Synapse54,1756054284498,Synapse54
499,92313 (Grand Terrace),92313,40.8,40.8,13763750.0,19745.0678637683,1756054284498,Synapse54,1756054284498,Synapse54
500,92314 (Big Bear City),92314,46.7,46.7,941158750.0,289759.82341176155,1756054284498,Synapse54,1756054284498,Synapse54
501,92315 (Big Bear Lake),92315,52.6,52.6,45121250.0,50653.16122566648,1756054284498,Synapse54,1756054284498,Synapse54
502,92316 (Bloomington),92316,34.8,34.8,42046250.0,34621.72811145658,1756054284498,Synapse54,1756054284498,Synapse54
503,92317 (Blue Jay),92317,55.6,55.6,1717500.0,6246.642465774322,1756054284498,Synapse54,1756054284498,Synapse54
504,92318 (Bryn Mawr),92318,39.3,39.3,321250.0,3620.6651971291617,1756054284498,Synapse54,1756054284498,Synapse54
505,92332 (Essex),92332,37.5,37.5,8479478750.0,491222.04307418433,1756054284498,Synapse54,1756054284498,Synapse54
506,92333 (Fawnskin),92333,62.9,62.9,9801250.0,23411.774905525286,1756054284498,Synapse54,1756054284498,Synapse54
507,92335 (Fontana),92335,33.8,33.8,65380000.0,40779.92289285877,1756054284498,Synapse54,1756054284498,Synapse54
508,92336 (Fontana),92336,36.4,36.4,78431250.0,47083.67147810428,1756054284498,Synapse54,1756054284498,Synapse54
509,92337 (Fontana),92337,36.5,36.5,50931250.0,35486.09943380774,1756054284498,Synapse54,1756054284498,Synapse54
510,92338 (Ludlow),92338,27.5,27.5,2457380000.0,333491.21301942435,1756054284498,Synapse54,1756054284498,Synapse54
511,92339 (Forest Falls),92339,50.4,50.4,346780000.0,130998.42700267813,1756054284498,Synapse54,1756054284498,Synapse54
512,92341 (Green Valley Lake),92341,55.2,55.2,4170000.0,10148.730814482513,1756054284498,Synapse54,1756054284498,Synapse54
513,92342 (Helendale),92342,45.0,45.0,490536250.0,128551.89282404495,1756054284498,Synapse54,1756054284498,Synapse54
514,92344 (Hesperia),92344,35.7,35.7,145977500.0,59094.021951112074,1756054284498,Synapse54,1756054284498,Synapse54
515,92345 (Hesperia),92345,35.1,35.1,299282877.56640625,94717.5221552905,1756054284498,Synapse54,1756054284498,Synapse54
516,92346 (Highland),92346,38.6,38.6,75450000.0,50516.84006554063,1756054284498,Synapse54,1756054284498,Synapse54
517,92347 (Hinkley),92347,43.4,43.4,1168466250.0,223429.79570630056,1756054284498,Synapse54,1756054284498,Synapse54
518,92350 (Loma Linda),92350,25.8,25.8,325000.0,2662.272482983109,1756054284498,Synapse54,1756054284498,Synapse54
519,92352 (Lake Arrowhead),92352,52.8,52.8,34961250.0,39198.68135370152,1756054284498,Synapse54,1756054284498,Synapse54
520,92354 (Loma Linda),92354,38.3,38.3,19262500.0,32113.439694581248,1756054284498,Synapse54,1756054284498,Synapse54
521,92356 (Lucerne Valley),92356,46.8,46.8,1747987500.0,262557.9121112412,1756054284498,Synapse54,1756054284498,Synapse54
522,92358 (Lytle Creek),92358,51.1,51.1,95396250.0,59237.84705163992,1756054284498,Synapse54,1756054284498,Synapse54
523,92359 (Mentone),92359,40.1,40.1,199802500.0,146993.5666282572,1756054284498,Synapse54,1756054284498,Synapse54
524,92363 (Needles),92363,46.3,46.3,4995917500.0,522891.6342496342,1756054284498,Synapse54,1756054284498,Synapse54
525,92364 (Nipton),92364,37.5,37.5,6662700000.0,495982.3479221093,1756054284498,Synapse54,1756054284498,Synapse54
526,92365 (Newberry Springs),92365,50.5,50.5,2015372500.0,283603.0952464746,1756054284498,Synapse54,1756054284498,Synapse54
527,92368 (Oro Grande),92368,42.4,42.4,263910000.0,69753.73208396425,1756054284498,Synapse54,1756054284498,Synapse54
528,92371 (Phelan),92371,40.8,40.8,495092500.0,136736.61966382695,1756054284498,Synapse54,1756054284498,Synapse54
529,92372 (Pinon Hills),92372,47.0,47.0,74847500.0,51049.10986571373,1756054284498,Synapse54,1756054284498,Synapse54
530,92373 (Redlands),92373,42.6,42.6,163128750.0,89297.98121789581,1756054284498,Synapse54,1756054284498,Synapse54
531,92374 (Redlands),92374,37.7,37.7,76466250.0,52153.39311998224,1756054284498,Synapse54,1756054284498,Synapse54
532,92376 (Rialto),92376,34.4,34.4,49923750.0,39680.21948472379,1756054284498,Synapse54,1756054284498,Synapse54
533,92377 (Rialto),92377,37.4,37.4,36657500.0,29736.2696185539,1756054284498,Synapse54,1756054284498,Synapse54
534,92378 (Rimforest),92378,42.1,42.1,1331250.0,5709.97183051108,1756054284498,Synapse54,1756054284498,Synapse54
535,92382 (Running Springs),92382,46.0,46.0,72786250.0,41738.801968663414,1756054284498,Synapse54,1756054284498,Synapse54
536,92384 (Shoshone),92384,45.0,45.0,6149136250.0,351475.9713463227,1756054284498,Synapse54,1756054284498,Synapse54
537,92385 (Skyforest),92385,44.0,44.0,1886250.0,7682.238548172248,1756054284498,Synapse54,1756054284498,Synapse54
538,92386 (Sugarloaf),92386,50.7,50.7,5848750.0,12327.857358947613,1756054284498,Synapse54,1756054284498,Synapse54
539,92389 (Tecopa),92389,50.9,50.9,1444243750.0,199918.4382367414,1756054284498,Synapse54,1756054284498,Synapse54
540,92391 (Twin Peaks),92391,42.8,42.8,7715000.0,18302.818690646458,1756054284498,Synapse54,1756054284498,Synapse54
541,92392 (Victorville),92392,33.7,33.7,137711250.0,60765.98824847531,1756054284498,Synapse54,1756054284498,Synapse54
542,92394 (Victorville),92394,33.1,33.1,121477500.0,88305.61698855038,1756054284498,Synapse54,1756054284498,Synapse54
543,92395 (Victorville),92395,35.2,35.2,68708145.1640625,47846.85223202196,1756054284498,Synapse54,1756054284498,Synapse54
544,92397 (Wrightwood),92397,46.1,46.1,140215000.0,84425.74718512002,1756054284498,Synapse54,1756054284498,Synapse54
545,92398 (Yermo),92398,42.0,42.0,101285000.0,60647.751832491886,1756054284498,Synapse54,1756054284498,Synapse54
546,92399 (Yucaipa),92399,41.3,41.3,172393750.0,78202.61353775508,1756054284498,Synapse54,1756054284498,Synapse54
547,92401 (San Bernardino),92401,30.0,30.0,2431250.0,11026.825288417274,1756054284498,Synapse54,1756054284498,Synapse54
548,92404 (San Bernardino),92404,33.7,33.7,83843750.0,59702.91140620923,1756054284498,Synapse54,1756054284498,Synapse54
549,92405 (San Bernardino),92405,33.8,33.8,19550000.0,22817.92291360122,1756054284498,Synapse54,1756054284498,Synapse54
550,92407 (San Bernardino),92407,33.9,33.9,655255227.2773438,262930.7761975885,1756054284498,Synapse54,1756054284498,Synapse54
551,92408 (San Bernardino),92408,34.6,34.6,44236250.0,37255.81035689737,1756054284498,Synapse54,1756054284498,Synapse54
552,92410 (San Bernardino),92410,32.3,32.3,31268750.0,49893.12531732991,1756054284498,Synapse54,1756054284498,Synapse54
553,92411 (San Bernardino),92411,32.0,32.0,17991250.0,18900.85406904243,1756054284498,Synapse54,1756054284498,Synapse54
554,92415 (San Bernardino),92415,25.0,25.0,275000.0,3000.0,1756054284498,Synapse54,1756054284498,Synapse54
555,92501 (Riverside),92501,36.9,36.9,22537500.0,29360.344553073046,1756054284498,Synapse54,1756054284498,Synapse54
556,92503 (Riverside),92503,37.1,37.1,107661250.0,83524.3000869383,1756054284498,Synapse54,1756054284498,Synapse54
557,92504 (Riverside),92504,38.4,38.4,85888750.0,78010.88809143189,1756054284498,Synapse54,1756054284498,Synapse54
558,92505 (Riverside),92505,35.9,35.9,47511250.0,39417.83554710996,1756054284498,Synapse54,1756054284498,Synapse54
559,92506 (Riverside),92506,42.9,42.9,65882500.0,59310.71744028767,1756054284498,Synapse54,1756054284498,Synapse54
560,92507 (Riverside),92507,31.5,31.5,67203750.0,75253.54192382339,1756054284498,Synapse54,1756054284498,Synapse54
561,92508 (Riverside),92508,37.9,37.9,48228750.0,42104.659565642694,1756054284498,Synapse54,1756054284498,Synapse54
562,92509 (Jurupa Valley),92509,36.2,36.2,116866250.0,47428.70899972364,1756054284498,Synapse54,1756054284498,Synapse54
563,92518 (March Air Reserve Base),92518,65.4,65.4,38241250.0,32992.245231222754,1756054284498,Synapse54,1756054284498,Synapse54
564,92521 (Riverside),92521,18.2,18.2,4610000.0,12148.698391121136,1756054284498,Synapse54,1756054284498,Synapse54
565,92530 (Lake Elsinore),92530,35.7,35.7,438397500.0,112963.1858719261,1756054284498,Synapse54,1756054284498,Synapse54
566,92532 (Lake Elsinore),92532,35.5,35.5,63673750.0,65388.410720160115,1756054284498,Synapse54,1756054284498,Synapse54
567,92536 (Aguanga),92536,51.0,51.0,354418750.0,120213.46731845246,1756054284498,Synapse54,1756054284498,Synapse54
568,92539 (Anza),92539,48.4,48.4,579091250.0,144201.50706698783,1756054284498,Synapse54,1756054284498,Synapse54
569,92543 (Hemet),92543,39.7,39.7,68802500.0,61367.79442167451,1756054284498,Synapse54,1756054284498,Synapse54
570,92544 (Hemet),92544,37.8,37.8,414903750.0,151338.12956250404,1756054284498,Synapse54,1756054284498,Synapse54
571,92545 (Hemet),92545,46.6,46.6,104872500.0,86730.68453675932,1756054284498,Synapse54,1756054284498,Synapse54
572,92548 (Homeland),92548,36.7,36.7,38288750.0,33509.64277118994,1756054284498,Synapse54,1756054284498,Synapse54
573,92549 (Idyllwild),92549,54.0,54.0,358915000.0,107864.63976792223,1756054284498,Synapse54,1756054284498,Synapse54
574,92551 (Moreno Valley),92551,34.4,34.4,22831250.0,19728.964458924765,1756054284498,Synapse54,1756054284498,Synapse54
575,92553 (Moreno Valley),92553,33.3,33.3,38985000.0,28591.739186878363,1756054284498,Synapse54,1756054284498,Synapse54
576,92555 (Moreno Valley),92555,36.2,36.2,275277500.0,91449.45508308428,1756054284498,Synapse54,1756054284498,Synapse54
577,92557 (Moreno Valley),92557,36.5,36.5,79985000.0,53460.86448257353,1756054284498,Synapse54,1756054284498,Synapse54
578,92561 (Mountain Center),92561,54.1,54.1,1620912500.0,315017.98964642035,1756054284498,Synapse54,1756054284498,Synapse54
579,92562 (Murrieta),92562,39.1,39.1,221006250.0,95812.13808091207,1756054284498,Synapse54,1756054284498,Synapse54
580,92563 (Murrieta),92563,37.0,37.0,78192500.0,53899.198339420196,1756054284498,Synapse54,1756054284498,Synapse54
581,92567 (Nuevo),92567,36.7,36.7,115155000.0,52551.257802414395,1756054284498,Synapse54,1756054284498,Synapse54
582,92570 (Perris),92570,34.7,34.7,391848750.0,141636.61094909988,1756054284498,Synapse54,1756054284498,Synapse54
583,92571 (Perris),92571,32.6,32.6,129411250.0,59493.83243138058,1756054284498,Synapse54,1756054284498,Synapse54
584,92582 (San Jacinto),92582,34.2,34.2,77062500.0,47625.591915771925,1756054284498,Synapse54,1756054284498,Synapse54
585,92583 (San Jacinto),92583,36.2,36.2,117017500.0,68854.68187138022,1756054284498,Synapse54,1756054284498,Synapse54
586,92584 (Menifee),92584,36.9,36.9,125473750.0,88632.97807464864,1756054284498,Synapse54,1756054284498,Synapse54
587,92585 (Menifee),92585,38.9,38.9,65328750.0,63969.72667996268,1756054284498,Synapse54,1756054284498,Synapse54
588,92586 (Menifee),92586,63.4,63.4,22697500.0,25680.59999652119,1756054284498,Synapse54,1756054284498,Synapse54
589,92587 (Menifee),92587,41.0,41.0,33000000.0,28855.688766937034,1756054284498,Synapse54,1756054284498,Synapse54
590,92590 (Temecula),92590,39.8,39.8,171402500.0,74224.59376095551,1756054284498,Synapse54,1756054284498,Synapse54
591,92591 (Temecula),92591,38.9,38.9,57467500.0,46864.2059342935,1756054284498,Synapse54,1756054284498,Synapse54
592,92592 (Temecula),92592,39.4,39.4,449697500.0,150010.17362394696,1756054284498,Synapse54,1756054284498,Synapse54
593,92595 (Wildomar),92595,39.1,39.1,77962500.0,49546.47682350081,1756054284498,Synapse54,1756054284498,Synapse54
594,92596 (Winchester),92596,36.2,36.2,236541250.0,105694.89597132463,1756054284498,Synapse54,1756054284498,Synapse54
595,92602 (Irvine),92602,37.2,37.2,54335000.0,48615.20874763779,1756054284498,Synapse54,1756054284498,Synapse54
596,92603 (Irvine),92603,42.1,42.1,49596250.0,39851.28103911499,1756054284498,Synapse54,1756054284498,Synapse54
597,92604 (Irvine),92604,44.4,44.4,12971250.0,14796.767588249384,1756054284498,Synapse54,1756054284498,Synapse54
598,92606 (Irvine),92606,38.5,38.5,11687516.33984375,24285.50058514748,1756054284498,Synapse54,1756054284498,Synapse54
599,92610 (Foothill Ranch),92610,41.0,41.0,41970000.0,42026.008696583456,1756054284498,Synapse54,1756054284498,Synapse54
600,92612 (Irvine),92612,34.1,34.1,24991250.0,30023.681639087186,1756054284498,Synapse54,1756054284498,Synapse54
601,92614 (Irvine),92614,36.8,36.8,16787500.0,22384.83540840505,1756054284498,Synapse54,1756054284498,Synapse54
602,92617 (Irvine),92617,22.9,22.9,8672500.0,15412.013244571113,1756054284498,Synapse54,1756054284498,Synapse54
603,92618 (Irvine),92618,37.0,37.0,94576250.0,64024.6551904949,1756054284498,Synapse54,1756054284498,Synapse54
604,92620 (Irvine),92620,39.3,39.3,23306250.0,21025.73996103775,1756054284498,Synapse54,1756054284498,Synapse54
605,92624 (Capistrano Beach),92624,48.9,48.9,5602500.0,19224.425787531967,1756054284498,Synapse54,1756054284498,Synapse54
606,92625 (Corona del Mar),92625,56.1,56.1,9253750.0,22768.574163236848,1756054284498,Synapse54,1756054284498,Synapse54
607,92626 (Costa Mesa),92626,38.7,38.7,35749444.4375,30953.607275611746,1756054284498,Synapse54,1756054284498,Synapse54
608,92627 (Costa Mesa),92627,39.3,39.3,24660526.3203125,32009.424849547257,1756054284498,Synapse54,1756054284498,Synapse54
609,92629 (Dana Point),92629,51.0,51.0,19367500.0,26404.176955851315,1756054284498,Synapse54,1756054284498,Synapse54
610,92630 (Lake Forest),92630,42.2,42.2,39691250.0,33234.410302807584,1756054284498,Synapse54,1756054284498,Synapse54
611,92637 (Laguna Woods),92637,77.3,77.3,12412045.45703125,24637.976550366835,1756054284498,Synapse54,1756054284498,Synapse54
612,92646 (Huntington Beach),92646,47.3,47.3,31957500.0,27762.065402696444,1756054284498,Synapse54,1756054284498,Synapse54
613,92647 (Huntington Beach),92647,40.6,40.6,28932500.0,33867.74871894199,1756054284498,Synapse54,1756054284498,Synapse54
614,92648 (Huntington Beach),92648,46.4,46.4,30280000.0,28473.954706364795,1756054284498,Synapse54,1756054284498,Synapse54
615,92649 (Huntington Beach),92649,48.5,48.5,19831250.0,56450.29251686164,1756054284498,Synapse54,1756054284498,Synapse54
616,92651 (Laguna Beach),92651,53.6,53.6,67526250.0,62490.433798214086,1756054284498,Synapse54,1756054284498,Synapse54
617,92653 (Laguna Hills),92653,44.6,44.6,24331250.0,35888.268819247765,1756054284498,Synapse54,1756054284498,Synapse54
618,92655 (Midway City),92655,41.7,41.7,2486250.0,12474.692560266567,1756054284498,Synapse54,1756054284498,Synapse54
619,92656 (Aliso Viejo),92656,40.3,40.3,32877599.19921875,34966.50159209713,1756054284498,Synapse54,1756054284498,Synapse54
620,92657 (Newport Coast),92657,50.1,50.1,33871111.109375,40735.605455959,1756054284498,Synapse54,1756054284498,Synapse54
621,92660 (Newport Beach),92660,46.4,46.4,34988824.7734375,72801.1498150933,1756054284498,Synapse54,1756054284498,Synapse54
622,92661 (Newport Beach),92661,48.0,48.0,2449775.0,14182.819254330147,1756054284498,Synapse54,1756054284498,Synapse54
623,92662 (Newport Beach),92662,62.4,62.4,756250.0,4073.1965054184398,1756054284498,Synapse54,1756054284498,Synapse54
624,92663 (Newport Beach),92663,43.8,43.8,12661250.0,29524.238996506057,1756054284498,Synapse54,1756054284498,Synapse54
625,92672 (San Clemente),92672,36.7,36.7,122097500.0,68144.85534340238,1756054284498,Synapse54,1756054284498,Synapse54
626,92673 (San Clemente),92673,43.9,43.9,43796250.0,35322.34411652421,1756054284498,Synapse54,1756054284498,Synapse54
627,92675 (San Juan Capistrano),92675,44.7,44.7,398135000.0,159328.0017001646,1756054284498,Synapse54,1756054284498,Synapse54
628,92676 (Silverado),92676,50.5,50.5,185577580.6484375,69847.88033705542,1756054284498,Synapse54,1756054284498,Synapse54
