OBJECTID,DESCRIPTION,ID,ECYTENRENT,ECYTENRENT_P,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
195,"H3S (Montreal, QC)",H3S,12918,82.35,82.35,5351564.5,9656.774003388971,1753799876791,Synapse54,1753799876791,Synapse54
196,"H3T (Montreal, QC)",H3T,6108,86.0,86.0,3607516.5,8899.065890536858,1753799876791,Synapse54,1753799876791,Synapse54
197,"H3V (Montreal, QC)",H3V,3674,90.07,90.07,3676769.0,9340.08432806038,1753799876791,Synapse54,1753799876791,Synapse54
198,"H3W (Montreal, QC)",H3W,10513,78.63,78.63,5569083.5,12464.00419712417,1753799876791,Synapse54,1753799876791,Synapse54
199,"H3X (Montreal, QC)",H3X,6314,58.07,58.07,8676070.0,13038.712105834822,1753799876791,Synapse54,1753799876791,Synapse54
200,"H3Y (Montreal, QC)",H3Y,928,23.43,23.43,5680936.5,10400.46779440301,1753799876791,Synapse54,1753799876791,Synapse54
201,"H3Z (Montreal, QC)",H3Z,3405,62.92,62.92,2971245.0,7979.12833061372,1753799876791,Synapse54,1753799876791,Synapse54
202,"H4A (Montreal, QC)",H4A,7160,57.83,57.83,6339669.0,10830.775097279686,1753799876791,Synapse54,1753799876791,Synapse54
203,"H4B (Montreal, QC)",H4B,8621,74.72,74.72,5495449.5,11430.593825626274,1753799876791,Synapse54,1753799876791,Synapse54
204,"H4C (Montreal, QC)",H4C,7286,71.94,71.94,10079054.5,19231.90024241674,1753799876791,Synapse54,1753799876791,Synapse54
205,"H4E (Montreal, QC)",H4E,10389,65.53,65.53,10446763.5,18116.080205740356,1753799876791,Synapse54,1753799876791,Synapse54
206,"H4G (Verdun, QC)",H4G,12196,73.1,73.1,6200126.5,10435.627645908377,1753799876791,Synapse54,1753799876791,Synapse54
207,"H4H (Verdun, QC)",H4H,5951,66.62,66.62,6500184.5,11023.978149390903,1753799876791,Synapse54,1753799876791,Synapse54
208,"H4J (Montreal, QC)",H4J,5295,69.14,69.14,6400914.5,12111.703398579217,1753799876791,Synapse54,1753799876791,Synapse54
209,"H4K (Montreal, QC)",H4K,1503,37.04,37.04,10268900.0,15365.586434704945,1753799876791,Synapse54,1753799876791,Synapse54
210,"H4L (Montreal, QC)",H4L,8968,58.4,58.4,10499306.5,13425.367090877367,1753799876791,Synapse54,1753799876791,Synapse54
211,"H4M (Montreal, QC)",H4M,2083,41.4,41.4,6193041.5,11376.386905744941,1753799876791,Synapse54,1753799876791,Synapse54
212,"H4N (Montreal, QC)",H4N,9228,71.06,71.06,11515200.0,17692.530830513202,1753799876791,Synapse54,1753799876791,Synapse54
213,"H4P (Montreal, QC)",H4P,3053,61.56,61.56,7616644.5,13917.162705093007,1753799876791,Synapse54,1753799876791,Synapse54
214,"H4R (Montreal, QC)",H4R,4951,39.4,39.4,19778627.5,19925.041667183443,1753799876791,Synapse54,1753799876791,Synapse54
215,"H4S (Montreal, QC)",H4S,13,8.02,8.02,25736787.0,27350.179631335064,1753799876791,Synapse54,1753799876791,Synapse54
216,"H4T (Montreal, QC)",H4T,2,15.38,15.38,12913673.5,17286.679172996657,1753799876791,Synapse54,1753799876791,Synapse54
217,"H4V (Montreal, QC)",H4V,5887,64.66,64.66,4860370.5,9490.823388671204,1753799876791,Synapse54,1753799876791,Synapse54
218,"H4W (Montreal, QC)",H4W,5969,51.6,51.6,15741448.0,18055.60507168441,1753799876791,Synapse54,1753799876791,Synapse54
219,"H4X (Montreal, QC)",H4X,1011,36.45,36.45,3272580.5,9711.337741501437,1753799876791,Synapse54,1753799876791,Synapse54
220,"H4Y (Pointe-Claire-Dorval, QC)",H4Y,0,0.0,0.0,13605865.0,21906.491759391112,1753799876791,Synapse54,1753799876791,Synapse54
221,"H4Z (Montreal, QC)",H4Z,15,65.22,65.22,48269.5,1084.0077881690113,1753799876791,Synapse54,1753799876791,Synapse54
222,"H5A (Montreal, QC)",H5A,0,0.0,0.0,70328.5,1077.3693943590201,1753799876791,Synapse54,1753799876791,Synapse54
223,"H5B (Montreal, QC)",H5B,27,84.38,84.38,69225.0,1241.39561389562,1753799876791,Synapse54,1753799876791,Synapse54
224,"H7A (Laval, QC)",H7A,975,12.55,12.55,55986161.0,35792.476329694015,1753799876791,Synapse54,1753799876791,Synapse54
225,"H7B (Laval, QC)",H7B,157,14.74,14.74,12833492.0,19465.102961418776,1753799876791,Synapse54,1753799876791,Synapse54
226,"H7C (Laval, QC)",H7C,1703,47.41,47.41,26706438.0,33344.532757897236,1753799876791,Synapse54,1753799876791,Synapse54
227,"H7E (Laval, QC)",H7E,2428,22.99,22.99,58603236.5,49715.749208773435,1753799876791,Synapse54,1753799876791,Synapse54
228,"H7G (Laval, QC)",H7G,4490,49.42,49.42,12923832.5,19204.029301455565,1753799876791,Synapse54,1753799876791,Synapse54
229,"H7H (Laval, QC)",H7H,771,15.35,15.35,15956758.0,19199.605061874256,1753799876791,Synapse54,1753799876791,Synapse54
230,"H7J (Laval, QC)",H7J,120,13.76,13.76,53323302.0,33198.313020576155,1753799876791,Synapse54,1753799876791,Synapse54
231,"H7K (Laval, QC)",H7K,1434,16.43,16.43,30865320.0,25890.412217277662,1753799876791,Synapse54,1753799876791,Synapse54
232,"H7L (Laval, QC)",H7L,2850,20.09,20.09,44625160.0,29614.545742793118,1753799876791,Synapse54,1753799876791,Synapse54
233,"H7M (Laval, QC)",H7M,3383,31.05,31.05,21060041.0,20135.878363934327,1753799876791,Synapse54,1753799876791,Synapse54
234,"H7N (Laval, QC)",H7N,13304,61.04,61.04,22733173.5,31142.9739798465,1753799876791,Synapse54,1753799876791,Synapse54
235,"H7P (Laval, QC)",H7P,3651,24.84,24.84,39418609.5,29119.748261948425,1753799876791,Synapse54,1753799876791,Synapse54
236,"H7R (Laval, QC)",H7R,2665,22.05,22.05,39328921.5,33526.83151448517,1753799876791,Synapse54,1753799876791,Synapse54
237,"H7S (Laval, QC)",H7S,1841,53.7,53.7,10962382.0,13461.308964386186,1753799876791,Synapse54,1753799876791,Synapse54
238,"H7T (Laval, QC)",H7T,4728,40.27,40.27,19220992.5,21847.72561749218,1753799876791,Synapse54,1753799876791,Synapse54
239,"H7V (Laval, QC)",H7V,7032,66.0,66.0,13084368.0,17090.83415240245,1753799876791,Synapse54,1753799876791,Synapse54
240,"H7W (Laval, QC)",H7W,7193,40.9,40.9,21296664.5,20542.33134907331,1753799876791,Synapse54,1753799876791,Synapse54
241,"H7X (Laval, QC)",H7X,2166,21.78,21.78,31137712.0,25106.867662548826,1753799876791,Synapse54,1753799876791,Synapse54
242,"H7Y (Laval, QC)",H7Y,318,8.97,8.97,14444971.0,18869.75173232823,1753799876791,Synapse54,1753799876791,Synapse54
243,"H8N (Lasalle, QC)",H8N,7937,54.99,54.99,14389471.0,18103.010513945057,1753799876791,Synapse54,1753799876791,Synapse54
244,"H8P (Lasalle, QC)",H8P,6665,62.2,62.2,21862717.5,20668.285538772176,1753799876791,Synapse54,1753799876791,Synapse54
245,"H8R (Lasalle, QC)",H8R,9779,68.61,68.61,18116586.5,27293.21202861797,1753799876791,Synapse54,1753799876791,Synapse54
246,"H8S (Lasalle, QC)",H8S,8280,64.66,64.66,19856874.0,24144.754425147134,1753799876791,Synapse54,1753799876791,Synapse54
247,"H8T (Pointe-Claire-Dorval, QC)",H8T,2789,42.97,42.97,21610415.0,20729.17122189251,1753799876791,Synapse54,1753799876791,Synapse54
248,"H8Y (Roxboro, QC)",H8Y,3144,41.84,41.84,14039619.0,22252.616674527148,1753799876791,Synapse54,1753799876791,Synapse54
249,"H8Z (Roxboro, QC)",H8Z,1441,24.54,24.54,11082242.5,14451.759662340886,1753799876791,Synapse54,1753799876791,Synapse54
250,"H9A (Pierrefonds, QC)",H9A,1593,25.71,25.71,9353959.0,13155.163982221264,1753799876791,Synapse54,1753799876791,Synapse54
251,"H9B (Roxboro, QC)",H9B,2339,30.17,30.17,14796114.0,18421.91025899604,1753799876791,Synapse54,1753799876791,Synapse54
252,"H9C (Pierrefonds, QC)",H9C,555,12.96,12.96,24503744.5,20531.792890304176,1753799876791,Synapse54,1753799876791,Synapse54
253,"H9E (Pierrefonds, QC)",H9E,211,16.26,16.26,42250333.0,27083.5790617143,1753799876791,Synapse54,1753799876791,Synapse54
254,"H9G (Pointe-Claire-Dorval, QC)",H9G,1513,25.56,25.56,8457140.5,12464.539249179079,1753799876791,Synapse54,1753799876791,Synapse54
255,"H9H (Pierrefonds, QC)",H9H,3005,31.21,31.21,19613903.5,23879.67204388559,1753799876791,Synapse54,1753799876791,Synapse54
256,"H9J (Pierrefonds, QC)",H9J,1307,16.75,16.75,17167469.0,23970.816444803262,1753799876791,Synapse54,1753799876791,Synapse54
257,"H9K (Pierrefonds, QC)",H9K,912,27.54,27.54,30500131.5,26824.382930325875,1753799876791,Synapse54,1753799876791,Synapse54
258,"H9P (Pointe-Claire-Dorval, QC)",H9P,342,21.44,21.44,19498535.0,39692.170261991225,1753799876791,Synapse54,1753799876791,Synapse54
259,"H9R (Pointe-Claire-Dorval, QC)",H9R,3294,30.51,30.51,29882299.5,25305.84671237734,1753799876791,Synapse54,1753799876791,Synapse54
260,"H9S (Pointe-Claire-Dorval, QC)",H9S,4577,41.09,41.09,78965867.0,44171.880466646624,1753799876791,Synapse54,1753799876791,Synapse54
261,"H9W (Beaconsfield, QC)",H9W,769,10.82,10.82,43852698.0,28888.96518701168,1753799876791,Synapse54,1753799876791,Synapse54
262,"H9X (Sainte-Anne-De-Bellevue, QC)",H9X,1124,28.32,28.32,73291956.5,35517.603411509444,1753799876791,Synapse54,1753799876791,Synapse54
263,"J0A (Warwick, QC)",J0A,1896,22.22,22.22,2834357143.0,359358.8229727042,1753799876791,Synapse54,1753799876791,Synapse54
264,"J0B (Richmond, QC)",J0B,5979,20.35,20.35,10667378133.5,1065896.4278918828,1753799876791,Synapse54,1753799876791,Synapse54
265,"J0C (Saint-Germain-De-Grantham, QC)",J0C,2150,21.64,21.64,2217789273.0,543899.6487326861,1753799876791,Synapse54,1753799876791,Synapse54
266,"J0E (Waterloo, QC)",J0E,5578,21.86,21.86,4549634499.230469,648394.7017630582,1753799876791,Synapse54,1753799876791,Synapse54
267,"J0G (Saint-Francois-Du-Lac, QC)",J0G,1804,21.2,21.2,2514787680.5,333340.5205009883,1753799876791,Synapse54,1753799876791,Synapse54
268,"J0H (Acton Vale, QC)",J0H,5934,25.9,25.9,4017334345.9570312,538883.6400762808,1753799876791,Synapse54,1753799876791,Synapse54
269,"J0J (Napierville, QC)",J0J,3429,18.68,18.68,3163504441.4609375,385870.6950955986,1753799876791,Synapse54,1753799876791,Synapse54
270,"J0K (Rawdon, QC)",J0K,18146,24.37,24.37,29697039721.0,1406950.3334880418,1753799876791,Synapse54,1753799876791,Synapse54
271,"J0L (Saint-Amable, QC)",J0L,8759,22.74,22.74,2780902762.0429688,596544.2844540038,1753799876791,Synapse54,1753799876791,Synapse54
272,"J0M (Chisasibi, QC)",J0M,4430,63.39,63.39,2507274503756.0,24396187.397056405,1753799876791,Synapse54,1753799876791,Synapse54
273,"J0N (Sainte-Marthe-Sur-Le-Lac, QC)",J0N,2605,16.59,16.59,341790001.0,92049.64421828423,1753799876791,Synapse54,1753799876791,Synapse54
274,"J0P (Saint-Zotique, QC)",J0P,4046,21.88,21.88,1320873265.0,299819.56036801497,1753799876791,Synapse54,1753799876791,Synapse54
275,"J0R (Saint-Sauveur, QC)",J0R,4084,21.55,21.55,549507968.0,153164.86554496005,1753799876791,Synapse54,1753799876791,Synapse54
276,"J0S (Sainte-Martine, QC)",J0S,4220,26.3,26.3,3261392891.5,373681.8522427627,1753799876791,Synapse54,1753799876791,Synapse54
277,"J0T (Saint-Donat-De-Montcalm, QC)",J0T,5870,20.8,20.8,10294024616.5,948593.2698027412,1753799876791,Synapse54,1753799876791,Synapse54
278,"J0V (Saint-Andre-Avellin, QC)",J0V,3177,23.47,23.47,5169637352.5,604696.2148960141,1753799876791,Synapse54,1753799876791,Synapse54
279,"J0W (Lac-Des-Ecorces, QC)",J0W,1777,20.31,20.31,72760667284.5,2116484.49890364,1753799876791,Synapse54,1753799876791,Synapse54
280,"J0X (Wakefield, QC)",J0X,4124,18.54,18.54,18401542242.5,1302599.5812032141,1753799876791,Synapse54,1753799876791,Synapse54
281,"J0Y (Malartic, QC)",J0Y,2444,21.22,21.22,223534310999.0,3278730.6722274064,1753799876791,Synapse54,1753799876791,Synapse54
282,"J0Z (Lorrainville, QC)",J0Z,2763,18.32,18.32,59867601510.0,2216439.0400546975,1753799876791,Synapse54,1753799876791,Synapse54
283,"J1A (Coaticook, QC)",J1A,1714,38.8,38.8,568143726.5,138682.11350637994,1753799876791,Synapse54,1753799876791,Synapse54
284,"J1C (Sherbrooke, QC)",J1C,837,29.26,29.26,148314795.5,58854.95341782354,1753799876791,Synapse54,1753799876791,Synapse54
285,"J1E (Sherbrooke, QC)",J1E,8114,60.09,60.09,36392307.5,31305.785200373433,1753799876791,Synapse54,1753799876791,Synapse54
286,"J1G (Sherbrooke, QC)",J1G,4516,47.42,47.42,23722537.5,26568.26494121696,1753799876791,Synapse54,1753799876791,Synapse54
287,"J1H (Sherbrooke, QC)",J1H,12949,75.33,75.33,90156997.5,95524.0591322304,1753799876791,Synapse54,1753799876791,Synapse54
288,"J1J (Sherbrooke, QC)",J1J,3978,51.12,51.12,14850239.5,21529.415696903085,1753799876791,Synapse54,1753799876791,Synapse54
289,"J1K (Sherbrooke, QC)",J1K,1963,52.7,52.7,14646372.0,20632.820225363073,1753799876791,Synapse54,1753799876791,Synapse54
290,"J1L (Sherbrooke, QC)",J1L,5144,62.84,62.84,27073074.0,24825.97616578884,1753799876791,Synapse54,1753799876791,Synapse54
291,"J1M (Sherbrooke, QC)",J1M,1371,49.0,49.0,66319442.5,51850.27975629163,1753799876791,Synapse54,1753799876791,Synapse54
292,"J1N (Sherbrooke, QC)",J1N,4300,28.02,28.02,196798113.5,75865.43435097949,1753799876791,Synapse54,1753799876791,Synapse54
293,"J1R (Sherbrooke, QC)",J1R,657,14.02,14.02,129969730.0,55500.89678544112,1753799876791,Synapse54,1753799876791,Synapse54
294,"J1S (Windsor, QC)",J1S,1126,32.12,32.12,306725365.5,94080.75320925176,1753799876791,Synapse54,1753799876791,Synapse54
295,"J1T (Val-Des-Sources, QC)",J1T,1791,43.47,43.47,94108625.0,49846.76465177346,1753799876791,Synapse54,1753799876791,Synapse54
296,"J1X (Magog, QC)",J1X,5679,33.18,33.18,728921445.0,201253.21200864858,1753799876791,Synapse54,1753799876791,Synapse54
297,"J1Z (Saint-Cyrille-De-Wendover, QC)",J1Z,480,20.92,20.92,352999380.0,123836.95765720992,1753799876791,Synapse54,1753799876791,Synapse54
298,"J2A (Drummondville, QC)",J2A,1085,20.43,20.43,210419353.0,83920.96306970775,1753799876791,Synapse54,1753799876791,Synapse54
299,"J2B (Drummondville, QC)",J2B,8332,50.3,50.3,262759591.40234375,162201.91283563137,1753799876791,Synapse54,1753799876791,Synapse54
300,"J2C (Drummondville, QC)",J2C,8088,53.43,53.43,46328225.59765625,41604.1853996451,1753799876791,Synapse54,1753799876791,Synapse54
301,"J2E (Drummondville, QC)",J2E,825,39.01,39.01,18350789.5,28926.839340474853,1753799876791,Synapse54,1753799876791,Synapse54
302,"J2G (Granby, QC)",J2G,8792,59.76,59.76,27125065.5,40964.248286282396,1753799876791,Synapse54,1753799876791,Synapse54
303,"J2H (Granby, QC)",J2H,2537,25.79,25.79,136788271.0,82651.78876586944,1753799876791,Synapse54,1753799876791,Synapse54
304,"J2J (Granby, QC)",J2J,4164,45.86,45.86,158975426.5,75483.31166212616,1753799876791,Synapse54,1753799876791,Synapse54
305,"J2K (Cowansville, QC)",J2K,4154,45.43,45.43,327067186.0,107161.13325887192,1753799876791,Synapse54,1753799876791,Synapse54
306,"J2L (Bromont, QC)",J2L,1527,25.75,25.75,230068726.0,81624.30958657779,1753799876791,Synapse54,1753799876791,Synapse54
307,"J2M (Shefford, QC)",J2M,261,8.32,8.32,242332781.2734375,116121.4987637872,1753799876791,Synapse54,1753799876791,Synapse54
308,"J2N (Farnham, QC)",J2N,2087,41.72,41.72,187541869.5,67299.99265741695,1753799876791,Synapse54,1753799876791,Synapse54
309,"J2R (Saint-Hyacinthe, QC)",J2R,1185,27.47,27.47,202913088.0,104737.13437793839,1753799876791,Synapse54,1753799876791,Synapse54
310,"J2S (Saint-Hyacinthe, QC)",J2S,9954,64.94,64.94,64473264.0,73386.10579135851,1753799876791,Synapse54,1753799876791,Synapse54
311,"J2T (Saint-Hyacinthe, QC)",J2T,3421,41.92,41.92,91771688.0,53456.23963708392,1753799876791,Synapse54,1753799876791,Synapse54
312,"J2W (Saint-Jean-Sur-Richelieu, QC)",J2W,2349,19.89,19.89,103463004.5,59571.138073747235,1753799876791,Synapse54,1753799876791,Synapse54
313,"J2X (Saint-Jean-Sur-Richelieu, QC)",J2X,3118,34.8,34.8,145676986.0,80102.73759580929,1753799876791,Synapse54,1753799876791,Synapse54
314,"J2Y (Saint-Jean-Sur-Richelieu, QC)",J2Y,194,8.42,8.42,146400386.17578125,73826.30271667863,1753799876791,Synapse54,1753799876791,Synapse54
315,"J3A (Saint-Jean-Sur-Richelieu, QC)",J3A,4043,77.65,77.65,6186209.0,11188.578319190965,1753799876791,Synapse54,1753799876791,Synapse54
316,"J3B (Saint-Jean-Sur-Richelieu, QC)",J3B,8429,51.91,51.91,95704303.5,54381.46319865555,1753799876791,Synapse54,1753799876791,Synapse54
317,"J3E (Sainte-Julie, QC)",J3E,2634,21.68,21.68,105827610.5,60902.63170645707,1753799876791,Synapse54,1753799876791,Synapse54
318,"J3G (Beloeil, QC)",J3G,4357,29.23,29.23,171490984.5,98109.63892656052,1753799876791,Synapse54,1753799876791,Synapse54
319,"J3H (Beloeil, QC)",J3H,2110,18.88,18.88,80996367.5,55540.40786090735,1753799876791,Synapse54,1753799876791,Synapse54
320,"J3L (Chambly, QC)",J3L,5490,24.45,24.45,364093398.0,124754.83820581688,1753799876791,Synapse54,1753799876791,Synapse54
321,"J3M (Marieville, QC)",J3M,1627,33.13,33.13,126097256.5,55752.50302456562,1753799876791,Synapse54,1753799876791,Synapse54
322,"J3N (St-Basile-Le-Grand, QC)",J3N,916,13.56,13.56,74736126.0,37659.20099111866,1753799876791,Synapse54,1753799876791,Synapse54
323,"J3P (Sorel-Tracy, QC)",J3P,5054,39.68,39.68,211886795.0,80652.39762505802,1753799876791,Synapse54,1753799876791,Synapse54
324,"J3R (Sorel-Tracy, QC)",J3R,3042,41.14,41.14,57862738.0,40488.46821105956,1753799876791,Synapse54,1753799876791,Synapse54
325,"J3T (Nicolet, QC)",J3T,1439,37.08,37.08,271606732.5,71484.12258274788,1753799876791,Synapse54,1753799876791,Synapse54
326,"J3V (Saint-Bruno, QC)",J3V,1547,14.39,14.39,90158805.5,51396.92313356961,1753799876791,Synapse54,1753799876791,Synapse54
327,"J3X (Varennes, QC)",J3X,1867,21.44,21.44,232058892.5,71561.3428539275,1753799876791,Synapse54,1753799876791,Synapse54
328,"J3Y (Saint-Hubert, QC)",J3Y,6925,24.5,24.5,101336037.0,100201.13539228243,1753799876791,Synapse54,1753799876791,Synapse54
329,"J3Z (Saint-Hubert, QC)",J3Z,414,21.19,21.19,22454206.0,63608.93575532092,1753799876791,Synapse54,1753799876791,Synapse54
330,"J4B (Boucherville, QC)",J4B,3005,16.99,16.99,170076124.5,59886.44585342009,1753799876791,Synapse54,1753799876791,Synapse54
331,"J4G (Longueuil, QC)",J4G,2410,47.85,47.85,25356829.5,23719.52752698455,1753799876791,Synapse54,1753799876791,Synapse54
332,"J4H (Longueuil, QC)",J4H,5398,63.9,63.9,11650935.0,15524.513087115087,1753799876791,Synapse54,1753799876791,Synapse54
333,"J4J (Longueuil, QC)",J4J,10647,68.41,68.41,15351226.5,21930.353895068798,1753799876791,Synapse54,1753799876791,Synapse54
334,"J4K (Longueuil, QC)",J4K,9359,68.54,68.54,12801059.0,20426.997549827258,1753799876791,Synapse54,1753799876791,Synapse54
335,"J4L (Longueuil, QC)",J4L,8846,60.25,60.25,14765810.5,16776.5326873664,1753799876791,Synapse54,1753799876791,Synapse54
336,"J4M (Longueuil, QC)",J4M,893,17.24,17.24,10545973.0,20915.15150342213,1753799876791,Synapse54,1753799876791,Synapse54
337,"J4N (Longueuil, QC)",J4N,1657,30.94,30.94,9982414.5,18319.159231838094,1753799876791,Synapse54,1753799876791,Synapse54
338,"J4P (Longueuil, QC)",J4P,3041,52.81,52.81,6998059.0,12458.778436344583,1753799876791,Synapse54,1753799876791,Synapse54
339,"J4R (Longueuil, QC)",J4R,2560,50.42,50.42,5607448.0,11472.375668491168,1753799876791,Synapse54,1753799876791,Synapse54
340,"J4S (Longueuil, QC)",J4S,1072,33.87,33.87,4293595.5,10044.635885759557,1753799876791,Synapse54,1753799876791,Synapse54
341,"J4T (Saint-Hubert, QC)",J4T,5444,59.64,59.64,8655769.0,12531.329908587128,1753799876791,Synapse54,1753799876791,Synapse54
342,"J4V (Longueuil, QC)",J4V,3029,39.84,39.84,9874770.0,19495.60469716676,1753799876791,Synapse54,1753799876791,Synapse54
343,"J4W (Longueuil, QC)",J4W,2566,34.99,34.99,11512935.0,16336.628676963564,1753799876791,Synapse54,1753799876791,Synapse54
344,"J4X (Longueuil, QC)",J4X,1851,23.59,23.59,13216489.5,15198.092586417742,1753799876791,Synapse54,1753799876791,Synapse54
345,"J4Y (Longueuil, QC)",J4Y,2851,26.81,26.81,21259495.5,19670.691530096043,1753799876791,Synapse54,1753799876791,Synapse54
346,"J4Z (Longueuil, QC)",J4Z,5256,41.48,41.48,42442433.5,36399.19983850107,1753799876791,Synapse54,1753799876791,Synapse54
347,"J5A (Saint-Constant, QC)",J5A,3238,26.06,26.06,123489244.5,53706.37543156535,1753799876791,Synapse54,1753799876791,Synapse54
348,"J5B (Delson, QC)",J5B,1023,31.56,31.56,13765665.5,25868.554957637258,1753799876791,Synapse54,1753799876791,Synapse54
349,"J5C (Sainte-Catherine, QC)",J5C,1945,27.55,27.55,20056189.5,22328.89425891819,1753799876791,Synapse54,1753799876791,Synapse54
350,"J5J (Sainte-Sophie, QC)",J5J,1772,22.52,22.52,230905181.0,66651.47964912902,1753799876791,Synapse54,1753799876791,Synapse54
351,"J5K (Saint-Colomban, QC)",J5K,967,13.56,13.56,193780426.5,69823.6154247918,1753799876791,Synapse54,1753799876791,Synapse54
352,"J5L (Saint-Jerome, QC)",J5L,2752,27.85,27.85,95796285.0,58040.91698594175,1753799876791,Synapse54,1753799876791,Synapse54
353,"J5M (Saint-Lin-Laurentides, QC)",J5M,3136,30.67,30.67,245439917.0,79215.19535436288,1753799876791,Synapse54,1753799876791,Synapse54
354,"J5N (Saint-Lin-Laurentides, QC)",J5N,2209,34.21,34.21,190530835.0,58815.89393433861,1753799876791,Synapse54,1753799876791,Synapse54
355,"J5R (La Prairie, QC)",J5R,5384,25.59,25.59,116490762.5,83791.09209902641,1753799876791,Synapse54,1753799876791,Synapse54
356,"J5T (Lavaltrie, QC)",J5T,1608,25.33,25.33,154486438.5,59411.55582605956,1753799876791,Synapse54,1753799876791,Synapse54
357,"J5V (Louiseville, QC)",J5V,1982,53.04,53.04,506748881.0,179854.3461791025,1753799876791,Synapse54,1753799876791,Synapse54
358,"J5W (L'assomption, QC)",J5W,2927,25.9,25.9,332828346.5,103350.78663938354,1753799876791,Synapse54,1753799876791,Synapse54
359,"J5X (L'epiphanie, QC)",J5X,1252,33.91,33.91,93137482.5,61537.5779427655,1753799876791,Synapse54,1753799876791,Synapse54
360,"J5Y (Repentigny, QC)",J5Y,2048,17.97,17.97,22356230.5,21230.469901767003,1753799876791,Synapse54,1753799876791,Synapse54
361,"J5Z (Repentigny, QC)",J5Z,3431,28.62,28.62,78014581.0,40720.846170485005,1753799876791,Synapse54,1753799876791,Synapse54
362,"J6A (Repentigny, QC)",J6A,4442,29.5,29.5,48655375.5,39943.850012514275,1753799876791,Synapse54,1753799876791,Synapse54
363,"J6E (Joliette, QC)",J6E,12603,54.83,54.83,137214208.0,95275.2587794035,1753799876791,Synapse54,1753799876791,Synapse54
364,"J6J (Chateauguay, QC)",J6J,3604,34.46,34.46,74217052.0,72123.22068999698,1753799876791,Synapse54,1753799876791,Synapse54
365,"J6K (Chateauguay, QC)",J6K,2477,24.27,24.27,20188406.0,28536.15419577854,1753799876791,Synapse54,1753799876791,Synapse54
366,"J6N (Beauharnois, QC)",J6N,2750,35.61,35.61,233462281.0,99024.33793574793,1753799876791,Synapse54,1753799876791,Synapse54
367,"J6R (Mercier, QC)",J6R,1200,20.8,20.8,115347180.0,49311.90260299979,1753799876791,Synapse54,1753799876791,Synapse54
368,"J6S (Salaberry-De-Valleyfield, QC)",J6S,5218,42.23,42.23,210261044.5,73467.37727321035,1753799876791,Synapse54,1753799876791,Synapse54
369,"J6T (Salaberry-De-Valleyfield, QC)",J6T,4566,49.75,49.75,46981135.0,36756.956833154014,1753799876791,Synapse54,1753799876791,Synapse54
370,"J6V (Terrebonne, QC)",J6V,1270,21.57,21.57,60800572.0,35889.68273881664,1753799876791,Synapse54,1753799876791,Synapse54
371,"J6W (Terrebonne, QC)",J6W,5213,36.51,36.51,39136671.0,33325.59650886826,1753799876791,Synapse54,1753799876791,Synapse54
372,"J6X (Terrebonne, QC)",J6X,2209,22.91,22.91,60225849.5,43095.169343531845,1753799876791,Synapse54,1753799876791,Synapse54
373,"J6Y (Terrebonne, QC)",J6Y,1460,16.97,16.97,81550557.0,61201.9952124608,1753799876791,Synapse54,1753799876791,Synapse54
374,"J6Z (Rosemere, QC)",J6Z,1219,15.27,15.27,22537924.0,22963.79436186629,1753799876791,Synapse54,1753799876791,Synapse54
375,"J7A (Rosemere, QC)",J7A,688,12.57,12.57,24339416.5,22941.14213233615,1753799876791,Synapse54,1753799876791,Synapse54
376,"J7B (Boisbriand, QC)",J7B,603,13.25,13.25,14667986.5,16792.064136555553,1753799876791,Synapse54,1753799876791,Synapse54
377,"J7C (Boisbriand, QC)",J7C,4917,25.94,25.94,94216134.5,48996.310543076004,1753799876791,Synapse54,1753799876791,Synapse54
378,"J7E (Boisbriand, QC)",J7E,7514,53.37,53.37,38942666.0,66768.75062873606,1753799876791,Synapse54,1753799876791,Synapse54
379,"J7G (Boisbriand, QC)",J7G,2364,31.04,31.04,24826343.0,22844.466974416475,1753799876791,Synapse54,1753799876791,Synapse54
380,"J7H (Boisbriand, QC)",J7H,1803,47.91,47.91,18524557.5,29683.633390851617,1753799876791,Synapse54,1753799876791,Synapse54
381,"J7J (Boisbriand, QC)",J7J,4562,35.49,35.49,216897455.5,103444.96666308724,1753799876791,Synapse54,1753799876791,Synapse54
382,"J7K (Terrebonne, QC)",J7K,4309,27.42,27.42,193069363.5,83975.60969421153,1753799876791,Synapse54,1753799876791,Synapse54
383,"J7L (Terrebonne, QC)",J7L,1093,19.4,19.4,28664221.0,25040.678807417222,1753799876791,Synapse54,1753799876791,Synapse54
384,"J7M (Terrebonne, QC)",J7M,1739,19.53,19.53,82543767.0,48321.76398543206,1753799876791,Synapse54,1753799876791,Synapse54
385,"J7N (Boisbriand, QC)",J7N,5460,36.15,36.15,781900527.5,198254.3737699631,1753799876791,Synapse54,1753799876791,Synapse54
386,"J7P (Saint-Eustache, QC)",J7P,3575,32.39,32.39,34525041.5,29797.38514106549,1753799876791,Synapse54,1753799876791,Synapse54
387,"J7R (Saint-Eustache, QC)",J7R,4617,29.47,29.47,124808411.0,71490.55014073827,1753799876791,Synapse54,1753799876791,Synapse54
388,"J7T (Vaudreuil-Dorion, QC)",J7T,946,8.5,8.5,297651983.5,93415.04234638221,1753799876791,Synapse54,1753799876791,Synapse54
