OBJECTID,DESCRIPTION,ID,P0YTENRENT,P0YTENRENT_P,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
195,"H3S (Montreal, QC)",H3S,13219,83.2,83.2,5351564.5,9656.774003388971,1753799975476,Synapse54,1753799975476,Synapse54
196,"H3T (Montreal, QC)",H3T,6267,86.87,86.87,3607516.5,8899.065890536858,1753799975476,Synapse54,1753799975476,Synapse54
197,"H3V (Montreal, QC)",H3V,3759,90.32,90.32,3676769.0,9340.08432806038,1753799975476,Synapse54,1753799975476,Synapse54
198,"H3W (Montreal, QC)",H3W,10825,79.88,79.88,5569083.5,12464.00419712417,1753799975476,Synapse54,1753799975476,Synapse54
199,"H3X (Montreal, QC)",H3X,6261,57.21,57.21,8676070.0,13038.712105834822,1753799975476,Synapse54,1753799975476,Synapse54
200,"H3Y (Montreal, QC)",H3Y,895,23.26,23.26,5680936.5,10400.46779440301,1753799975476,Synapse54,1753799975476,Synapse54
201,"H3Z (Montreal, QC)",H3Z,3438,63.94,63.94,2971245.0,7979.12833061372,1753799975476,Synapse54,1753799975476,Synapse54
202,"H4A (Montreal, QC)",H4A,7235,58.77,58.77,6339669.0,10830.775097279686,1753799975476,Synapse54,1753799975476,Synapse54
203,"H4B (Montreal, QC)",H4B,8823,75.55,75.55,5495449.5,11430.593825626274,1753799975476,Synapse54,1753799975476,Synapse54
204,"H4C (Montreal, QC)",H4C,7547,72.97,72.97,10079054.5,19231.90024241674,1753799975476,Synapse54,1753799975476,Synapse54
205,"H4E (Montreal, QC)",H4E,10541,66.73,66.73,10446763.5,18116.080205740356,1753799975476,Synapse54,1753799975476,Synapse54
206,"H4G (Verdun, QC)",H4G,12446,73.82,73.82,6200126.5,10435.627645908377,1753799975476,Synapse54,1753799975476,Synapse54
207,"H4H (Verdun, QC)",H4H,5961,66.96,66.96,6500184.5,11023.978149390903,1753799975476,Synapse54,1753799975476,Synapse54
208,"H4J (Montreal, QC)",H4J,5473,70.66,70.66,6400914.5,12111.703398579217,1753799975476,Synapse54,1753799975476,Synapse54
209,"H4K (Montreal, QC)",H4K,1641,39.88,39.88,10268900.0,15365.586434704945,1753799975476,Synapse54,1753799975476,Synapse54
210,"H4L (Montreal, QC)",H4L,9626,61.56,61.56,10499306.5,13425.367090877367,1753799975476,Synapse54,1753799975476,Synapse54
211,"H4M (Montreal, QC)",H4M,2317,44.32,44.32,6193041.5,11376.386905744941,1753799975476,Synapse54,1753799975476,Synapse54
212,"H4N (Montreal, QC)",H4N,9611,71.99,71.99,11515200.0,17692.530830513202,1753799975476,Synapse54,1753799975476,Synapse54
213,"H4P (Montreal, QC)",H4P,3358,65.68,65.68,7616644.5,13917.162705093007,1753799975476,Synapse54,1753799975476,Synapse54
214,"H4R (Montreal, QC)",H4R,5227,40.15,40.15,19778627.5,19925.041667183443,1753799975476,Synapse54,1753799975476,Synapse54
215,"H4S (Montreal, QC)",H4S,16,9.58,9.58,25736787.0,27350.179631335064,1753799975476,Synapse54,1753799975476,Synapse54
216,"H4T (Montreal, QC)",H4T,3,18.75,18.75,12913673.5,17286.679172996657,1753799975476,Synapse54,1753799975476,Synapse54
217,"H4V (Montreal, QC)",H4V,6061,66.31,66.31,4860370.5,9490.823388671204,1753799975476,Synapse54,1753799975476,Synapse54
218,"H4W (Montreal, QC)",H4W,6543,54.86,54.86,15741448.0,18055.60507168441,1753799975476,Synapse54,1753799975476,Synapse54
219,"H4X (Montreal, QC)",H4X,1085,38.74,38.74,3272580.5,9711.337741501437,1753799975476,Synapse54,1753799975476,Synapse54
220,"H4Y (Pointe-Claire-Dorval, QC)",H4Y,0,0.0,0.0,13605865.0,21906.491759391112,1753799975476,Synapse54,1753799975476,Synapse54
221,"H4Z (Montreal, QC)",H4Z,17,70.83,70.83,48269.5,1084.0077881690113,1753799975476,Synapse54,1753799975476,Synapse54
222,"H5A (Montreal, QC)",H5A,0,0.0,0.0,70328.5,1077.3693943590201,1753799975476,Synapse54,1753799975476,Synapse54
223,"H5B (Montreal, QC)",H5B,30,88.24,88.24,69225.0,1241.39561389562,1753799975476,Synapse54,1753799975476,Synapse54
224,"H7A (Laval, QC)",H7A,1141,13.81,13.81,55986161.0,35792.476329694015,1753799975476,Synapse54,1753799975476,Synapse54
225,"H7B (Laval, QC)",H7B,201,17.42,17.42,12833492.0,19465.102961418776,1753799975476,Synapse54,1753799975476,Synapse54
226,"H7C (Laval, QC)",H7C,1836,48.83,48.83,26706438.0,33344.532757897236,1753799975476,Synapse54,1753799975476,Synapse54
227,"H7E (Laval, QC)",H7E,2806,25.6,25.6,58603236.5,49715.749208773435,1753799975476,Synapse54,1753799975476,Synapse54
228,"H7G (Laval, QC)",H7G,4966,52.22,52.22,12923832.5,19204.029301455565,1753799975476,Synapse54,1753799975476,Synapse54
229,"H7H (Laval, QC)",H7H,845,16.1,16.1,15956758.0,19199.605061874256,1753799975476,Synapse54,1753799975476,Synapse54
230,"H7J (Laval, QC)",H7J,147,15.79,15.79,53323302.0,33198.313020576155,1753799975476,Synapse54,1753799975476,Synapse54
231,"H7K (Laval, QC)",H7K,1707,18.46,18.46,30865320.0,25890.412217277662,1753799975476,Synapse54,1753799975476,Synapse54
232,"H7L (Laval, QC)",H7L,3378,22.31,22.31,44625160.0,29614.545742793118,1753799975476,Synapse54,1753799975476,Synapse54
233,"H7M (Laval, QC)",H7M,3705,32.82,32.82,21060041.0,20135.878363934327,1753799975476,Synapse54,1753799975476,Synapse54
234,"H7N (Laval, QC)",H7N,14262,62.38,62.38,22733173.5,31142.9739798465,1753799975476,Synapse54,1753799975476,Synapse54
235,"H7P (Laval, QC)",H7P,4547,29.4,29.4,39418609.5,29119.748261948425,1753799975476,Synapse54,1753799975476,Synapse54
236,"H7R (Laval, QC)",H7R,3234,25.21,25.21,39328921.5,33526.83151448517,1753799975476,Synapse54,1753799975476,Synapse54
237,"H7S (Laval, QC)",H7S,2080,57.91,57.91,10962382.0,13461.308964386186,1753799975476,Synapse54,1753799975476,Synapse54
238,"H7T (Laval, QC)",H7T,5385,43.05,43.05,19220992.5,21847.72561749218,1753799975476,Synapse54,1753799975476,Synapse54
239,"H7V (Laval, QC)",H7V,7856,68.61,68.61,13084368.0,17090.83415240245,1753799975476,Synapse54,1753799975476,Synapse54
240,"H7W (Laval, QC)",H7W,7746,42.22,42.22,21296664.5,20542.33134907331,1753799975476,Synapse54,1753799975476,Synapse54
241,"H7X (Laval, QC)",H7X,2644,24.95,24.95,31137712.0,25106.867662548826,1753799975476,Synapse54,1753799975476,Synapse54
242,"H7Y (Laval, QC)",H7Y,385,10.33,10.33,14444971.0,18869.75173232823,1753799975476,Synapse54,1753799975476,Synapse54
243,"H8N (Lasalle, QC)",H8N,8155,55.45,55.45,14389471.0,18103.010513945057,1753799975476,Synapse54,1753799975476,Synapse54
244,"H8P (Lasalle, QC)",H8P,6873,64.17,64.17,21862717.5,20668.285538772176,1753799975476,Synapse54,1753799975476,Synapse54
245,"H8R (Lasalle, QC)",H8R,10146,70.64,70.64,18116586.5,27293.21202861797,1753799975476,Synapse54,1753799975476,Synapse54
246,"H8S (Lasalle, QC)",H8S,8561,65.63,65.63,19856874.0,24144.754425147134,1753799975476,Synapse54,1753799975476,Synapse54
247,"H8T (Pointe-Claire-Dorval, QC)",H8T,2938,44.53,44.53,21610415.0,20729.17122189251,1753799975476,Synapse54,1753799975476,Synapse54
248,"H8Y (Roxboro, QC)",H8Y,3323,43.63,43.63,14039619.0,22252.616674527148,1753799975476,Synapse54,1753799975476,Synapse54
249,"H8Z (Roxboro, QC)",H8Z,1568,26.21,26.21,11082242.5,14451.759662340886,1753799975476,Synapse54,1753799975476,Synapse54
250,"H9A (Pierrefonds, QC)",H9A,1712,27.64,27.64,9353959.0,13155.163982221264,1753799975476,Synapse54,1753799975476,Synapse54
251,"H9B (Roxboro, QC)",H9B,2403,31.28,31.28,14796114.0,18421.91025899604,1753799975476,Synapse54,1753799975476,Synapse54
252,"H9C (Pierrefonds, QC)",H9C,612,14.02,14.02,24503744.5,20531.792890304176,1753799975476,Synapse54,1753799975476,Synapse54
253,"H9E (Pierrefonds, QC)",H9E,219,16.33,16.33,42250333.0,27083.5790617143,1753799975476,Synapse54,1753799975476,Synapse54
254,"H9G (Pointe-Claire-Dorval, QC)",H9G,1675,28.11,28.11,8457140.5,12464.539249179079,1753799975476,Synapse54,1753799975476,Synapse54
255,"H9H (Pierrefonds, QC)",H9H,3284,33.62,33.62,19613903.5,23879.67204388559,1753799975476,Synapse54,1753799975476,Synapse54
256,"H9J (Pierrefonds, QC)",H9J,1513,19.63,19.63,17167469.0,23970.816444803262,1753799975476,Synapse54,1753799975476,Synapse54
257,"H9K (Pierrefonds, QC)",H9K,1049,30.54,30.54,30500131.5,26824.382930325875,1753799975476,Synapse54,1753799975476,Synapse54
258,"H9P (Pointe-Claire-Dorval, QC)",H9P,372,23.08,23.08,19498535.0,39692.170261991225,1753799975476,Synapse54,1753799975476,Synapse54
259,"H9R (Pointe-Claire-Dorval, QC)",H9R,3521,31.58,31.58,29882299.5,25305.84671237734,1753799975476,Synapse54,1753799975476,Synapse54
260,"H9S (Pointe-Claire-Dorval, QC)",H9S,4707,41.99,41.99,78965867.0,44171.880466646624,1753799975476,Synapse54,1753799975476,Synapse54
261,"H9W (Beaconsfield, QC)",H9W,844,11.77,11.77,43852698.0,28888.96518701168,1753799975476,Synapse54,1753799975476,Synapse54
262,"H9X (Sainte-Anne-De-Bellevue, QC)",H9X,1167,29.38,29.38,73291956.5,35517.603411509444,1753799975476,Synapse54,1753799975476,Synapse54
263,"J0A (Warwick, QC)",J0A,2134,24.66,24.66,2834357143.0,359358.8229727042,1753799975476,Synapse54,1753799975476,Synapse54
264,"J0B (Richmond, QC)",J0B,6811,21.91,21.91,10667378133.5,1065896.4278918828,1753799975476,Synapse54,1753799975476,Synapse54
265,"J0C (Saint-Germain-De-Grantham, QC)",J0C,2510,23.76,23.76,2217789273.0,543899.6487326861,1753799975476,Synapse54,1753799975476,Synapse54
266,"J0E (Waterloo, QC)",J0E,6675,23.51,23.51,4549634499.230469,648394.7017630582,1753799975476,Synapse54,1753799975476,Synapse54
267,"J0G (Saint-Francois-Du-Lac, QC)",J0G,2104,24.28,24.28,2514787680.5,333340.5205009883,1753799975476,Synapse54,1753799975476,Synapse54
268,"J0H (Acton Vale, QC)",J0H,6847,28.93,28.93,4017334345.9570312,538883.6400762808,1753799975476,Synapse54,1753799975476,Synapse54
269,"J0J (Napierville, QC)",J0J,3997,20.08,20.08,3163504441.4609375,385870.6950955986,1753799975476,Synapse54,1753799975476,Synapse54
270,"J0K (Rawdon, QC)",J0K,21992,26.4,26.4,29697039721.0,1406950.3334880418,1753799975476,Synapse54,1753799975476,Synapse54
271,"J0L (Saint-Amable, QC)",J0L,10081,23.66,23.66,2780902762.0429688,596544.2844540038,1753799975476,Synapse54,1753799975476,Synapse54
272,"J0M (Chisasibi, QC)",J0M,4754,62.47,62.47,2507274503756.0,24396187.397056405,1753799975476,Synapse54,1753799975476,Synapse54
273,"J0N (Sainte-Marthe-Sur-Le-Lac, QC)",J0N,3109,18.39,18.39,341790001.0,92049.64421828423,1753799975476,Synapse54,1753799975476,Synapse54
274,"J0P (Saint-Zotique, QC)",J0P,5132,24.64,24.64,1320873265.0,299819.56036801497,1753799975476,Synapse54,1753799975476,Synapse54
275,"J0R (Saint-Sauveur, QC)",J0R,5311,23.57,23.57,549507968.0,153164.86554496005,1753799975476,Synapse54,1753799975476,Synapse54
276,"J0S (Sainte-Martine, QC)",J0S,5371,29.76,29.76,3261392891.5,373681.8522427627,1753799975476,Synapse54,1753799975476,Synapse54
277,"J0T (Saint-Donat-De-Montcalm, QC)",J0T,7153,22.65,22.65,10294024616.5,948593.2698027412,1753799975476,Synapse54,1753799975476,Synapse54
278,"J0V (Saint-Andre-Avellin, QC)",J0V,3803,25.91,25.91,5169637352.5,604696.2148960141,1753799975476,Synapse54,1753799975476,Synapse54
279,"J0W (Lac-Des-Ecorces, QC)",J0W,2015,22.55,22.55,72760667284.5,2116484.49890364,1753799975476,Synapse54,1753799975476,Synapse54
280,"J0X (Wakefield, QC)",J0X,4703,20.14,20.14,18401542242.5,1302599.5812032141,1753799975476,Synapse54,1753799975476,Synapse54
281,"J0Y (Malartic, QC)",J0Y,2701,23.64,23.64,223534310999.0,3278730.6722274064,1753799975476,Synapse54,1753799975476,Synapse54
282,"J0Z (Lorrainville, QC)",J0Z,3164,21.48,21.48,59867601510.0,2216439.0400546975,1753799975476,Synapse54,1753799975476,Synapse54
283,"J1A (Coaticook, QC)",J1A,1790,41.12,41.12,568143726.5,138682.11350637994,1753799975476,Synapse54,1753799975476,Synapse54
284,"J1C (Sherbrooke, QC)",J1C,999,31.65,31.65,148314795.5,58854.95341782354,1753799975476,Synapse54,1753799975476,Synapse54
285,"J1E (Sherbrooke, QC)",J1E,8807,61.45,61.45,36392307.5,31305.785200373433,1753799975476,Synapse54,1753799975476,Synapse54
286,"J1G (Sherbrooke, QC)",J1G,5054,49.13,49.13,23722537.5,26568.26494121696,1753799975476,Synapse54,1753799975476,Synapse54
287,"J1H (Sherbrooke, QC)",J1H,14313,76.89,76.89,90156997.5,95524.0591322304,1753799975476,Synapse54,1753799975476,Synapse54
288,"J1J (Sherbrooke, QC)",J1J,4471,53.5,53.5,14850239.5,21529.415696903085,1753799975476,Synapse54,1753799975476,Synapse54
289,"J1K (Sherbrooke, QC)",J1K,2211,54.71,54.71,14646372.0,20632.820225363073,1753799975476,Synapse54,1753799975476,Synapse54
290,"J1L (Sherbrooke, QC)",J1L,5835,65.41,65.41,27073074.0,24825.97616578884,1753799975476,Synapse54,1753799975476,Synapse54
291,"J1M (Sherbrooke, QC)",J1M,1529,50.25,50.25,66319442.5,51850.27975629163,1753799975476,Synapse54,1753799975476,Synapse54
292,"J1N (Sherbrooke, QC)",J1N,5175,30.44,30.44,196798113.5,75865.43435097949,1753799975476,Synapse54,1753799975476,Synapse54
293,"J1R (Sherbrooke, QC)",J1R,843,15.58,15.58,129969730.0,55500.89678544112,1753799975476,Synapse54,1753799975476,Synapse54
294,"J1S (Windsor, QC)",J1S,1219,33.37,33.37,306725365.5,94080.75320925176,1753799975476,Synapse54,1753799975476,Synapse54
295,"J1T (Val-Des-Sources, QC)",J1T,1921,46.87,46.87,94108625.0,49846.76465177346,1753799975476,Synapse54,1753799975476,Synapse54
296,"J1X (Magog, QC)",J1X,6217,33.84,33.84,728921445.0,201253.21200864858,1753799975476,Synapse54,1753799975476,Synapse54
297,"J1Z (Saint-Cyrille-De-Wendover, QC)",J1Z,605,23.71,23.71,352999380.0,123836.95765720992,1753799975476,Synapse54,1753799975476,Synapse54
298,"J2A (Drummondville, QC)",J2A,1313,22.51,22.51,210419353.0,83920.96306970775,1753799975476,Synapse54,1753799975476,Synapse54
299,"J2B (Drummondville, QC)",J2B,9209,52.12,52.12,262759591.40234375,162201.91283563137,1753799975476,Synapse54,1753799975476,Synapse54
300,"J2C (Drummondville, QC)",J2C,8895,54.82,54.82,46328225.59765625,41604.1853996451,1753799975476,Synapse54,1753799975476,Synapse54
301,"J2E (Drummondville, QC)",J2E,903,39.85,39.85,18350789.5,28926.839340474853,1753799975476,Synapse54,1753799975476,Synapse54
302,"J2G (Granby, QC)",J2G,9555,60.52,60.52,27125065.5,40964.248286282396,1753799975476,Synapse54,1753799975476,Synapse54
303,"J2H (Granby, QC)",J2H,3002,28.0,28.0,136788271.0,82651.78876586944,1753799975476,Synapse54,1753799975476,Synapse54
304,"J2J (Granby, QC)",J2J,4609,45.86,45.86,158975426.5,75483.31166212616,1753799975476,Synapse54,1753799975476,Synapse54
305,"J2K (Cowansville, QC)",J2K,5169,47.91,47.91,327067186.0,107161.13325887192,1753799975476,Synapse54,1753799975476,Synapse54
306,"J2L (Bromont, QC)",J2L,2141,28.92,28.92,230068726.0,81624.30958657779,1753799975476,Synapse54,1753799975476,Synapse54
307,"J2M (Shefford, QC)",J2M,327,9.58,9.58,242332781.2734375,116121.4987637872,1753799975476,Synapse54,1753799975476,Synapse54
308,"J2N (Farnham, QC)",J2N,2585,43.18,43.18,187541869.5,67299.99265741695,1753799975476,Synapse54,1753799975476,Synapse54
309,"J2R (Saint-Hyacinthe, QC)",J2R,1342,30.03,30.03,202913088.0,104737.13437793839,1753799975476,Synapse54,1753799975476,Synapse54
310,"J2S (Saint-Hyacinthe, QC)",J2S,10528,66.92,66.92,64473264.0,73386.10579135851,1753799975476,Synapse54,1753799975476,Synapse54
311,"J2T (Saint-Hyacinthe, QC)",J2T,3707,44.14,44.14,91771688.0,53456.23963708392,1753799975476,Synapse54,1753799975476,Synapse54
312,"J2W (Saint-Jean-Sur-Richelieu, QC)",J2W,2789,22.1,22.1,103463004.5,59571.138073747235,1753799975476,Synapse54,1753799975476,Synapse54
313,"J2X (Saint-Jean-Sur-Richelieu, QC)",J2X,3542,37.23,37.23,145676986.0,80102.73759580929,1753799975476,Synapse54,1753799975476,Synapse54
314,"J2Y (Saint-Jean-Sur-Richelieu, QC)",J2Y,286,11.34,11.34,146400386.17578125,73826.30271667863,1753799975476,Synapse54,1753799975476,Synapse54
315,"J3A (Saint-Jean-Sur-Richelieu, QC)",J3A,4311,79.2,79.2,6186209.0,11188.578319190965,1753799975476,Synapse54,1753799975476,Synapse54
316,"J3B (Saint-Jean-Sur-Richelieu, QC)",J3B,9218,53.93,53.93,95704303.5,54381.46319865555,1753799975476,Synapse54,1753799975476,Synapse54
317,"J3E (Sainte-Julie, QC)",J3E,3280,25.37,25.37,105827610.5,60902.63170645707,1753799975476,Synapse54,1753799975476,Synapse54
318,"J3G (Beloeil, QC)",J3G,5455,33.27,33.27,171490984.5,98109.63892656052,1753799975476,Synapse54,1753799975476,Synapse54
319,"J3H (Beloeil, QC)",J3H,2511,21.04,21.04,80996367.5,55540.40786090735,1753799975476,Synapse54,1753799975476,Synapse54
320,"J3L (Chambly, QC)",J3L,6583,26.58,26.58,364093398.0,124754.83820581688,1753799975476,Synapse54,1753799975476,Synapse54
321,"J3M (Marieville, QC)",J3M,1779,34.5,34.5,126097256.5,55752.50302456562,1753799975476,Synapse54,1753799975476,Synapse54
322,"J3N (St-Basile-Le-Grand, QC)",J3N,1106,15.37,15.37,74736126.0,37659.20099111866,1753799975476,Synapse54,1753799975476,Synapse54
323,"J3P (Sorel-Tracy, QC)",J3P,5427,41.69,41.69,211886795.0,80652.39762505802,1753799975476,Synapse54,1753799975476,Synapse54
324,"J3R (Sorel-Tracy, QC)",J3R,3261,43.07,43.07,57862738.0,40488.46821105956,1753799975476,Synapse54,1753799975476,Synapse54
325,"J3T (Nicolet, QC)",J3T,1559,38.79,38.79,271606732.5,71484.12258274788,1753799975476,Synapse54,1753799975476,Synapse54
326,"J3V (Saint-Bruno, QC)",J3V,1720,15.63,15.63,90158805.5,51396.92313356961,1753799975476,Synapse54,1753799975476,Synapse54
327,"J3X (Varennes, QC)",J3X,2100,23.16,23.16,232058892.5,71561.3428539275,1753799975476,Synapse54,1753799975476,Synapse54
328,"J3Y (Saint-Hubert, QC)",J3Y,8147,27.22,27.22,101336037.0,100201.13539228243,1753799975476,Synapse54,1753799975476,Synapse54
329,"J3Z (Saint-Hubert, QC)",J3Z,471,22.39,22.39,22454206.0,63608.93575532092,1753799975476,Synapse54,1753799975476,Synapse54
330,"J4B (Boucherville, QC)",J4B,3549,19.62,19.62,170076124.5,59886.44585342009,1753799975476,Synapse54,1753799975476,Synapse54
331,"J4G (Longueuil, QC)",J4G,2773,50.36,50.36,25356829.5,23719.52752698455,1753799975476,Synapse54,1753799975476,Synapse54
332,"J4H (Longueuil, QC)",J4H,5751,65.39,65.39,11650935.0,15524.513087115087,1753799975476,Synapse54,1753799975476,Synapse54
333,"J4J (Longueuil, QC)",J4J,11275,69.84,69.84,15351226.5,21930.353895068798,1753799975476,Synapse54,1753799975476,Synapse54
334,"J4K (Longueuil, QC)",J4K,10023,69.82,69.82,12801059.0,20426.997549827258,1753799975476,Synapse54,1753799975476,Synapse54
335,"J4L (Longueuil, QC)",J4L,9589,62.77,62.77,14765810.5,16776.5326873664,1753799975476,Synapse54,1753799975476,Synapse54
336,"J4M (Longueuil, QC)",J4M,1015,18.41,18.41,10545973.0,20915.15150342213,1753799975476,Synapse54,1753799975476,Synapse54
337,"J4N (Longueuil, QC)",J4N,1934,34.24,34.24,9982414.5,18319.159231838094,1753799975476,Synapse54,1753799975476,Synapse54
338,"J4P (Longueuil, QC)",J4P,3469,55.03,55.03,6998059.0,12458.778436344583,1753799975476,Synapse54,1753799975476,Synapse54
339,"J4R (Longueuil, QC)",J4R,2758,52.21,52.21,5607448.0,11472.375668491168,1753799975476,Synapse54,1753799975476,Synapse54
340,"J4S (Longueuil, QC)",J4S,1182,37.48,37.48,4293595.5,10044.635885759557,1753799975476,Synapse54,1753799975476,Synapse54
341,"J4T (Saint-Hubert, QC)",J4T,6059,62.94,62.94,8655769.0,12531.329908587128,1753799975476,Synapse54,1753799975476,Synapse54
342,"J4V (Longueuil, QC)",J4V,3260,41.52,41.52,9874770.0,19495.60469716676,1753799975476,Synapse54,1753799975476,Synapse54
343,"J4W (Longueuil, QC)",J4W,2878,37.64,37.64,11512935.0,16336.628676963564,1753799975476,Synapse54,1753799975476,Synapse54
344,"J4X (Longueuil, QC)",J4X,2335,27.78,27.78,13216489.5,15198.092586417742,1753799975476,Synapse54,1753799975476,Synapse54
345,"J4Y (Longueuil, QC)",J4Y,3451,30.44,30.44,21259495.5,19670.691530096043,1753799975476,Synapse54,1753799975476,Synapse54
346,"J4Z (Longueuil, QC)",J4Z,6251,46.91,46.91,42442433.5,36399.19983850107,1753799975476,Synapse54,1753799975476,Synapse54
347,"J5A (Saint-Constant, QC)",J5A,4281,30.32,30.32,123489244.5,53706.37543156535,1753799975476,Synapse54,1753799975476,Synapse54
348,"J5B (Delson, QC)",J5B,1425,38.73,38.73,13765665.5,25868.554957637258,1753799975476,Synapse54,1753799975476,Synapse54
349,"J5C (Sainte-Catherine, QC)",J5C,2389,30.75,30.75,20056189.5,22328.89425891819,1753799975476,Synapse54,1753799975476,Synapse54
350,"J5J (Sainte-Sophie, QC)",J5J,2356,24.92,24.92,230905181.0,66651.47964912902,1753799975476,Synapse54,1753799975476,Synapse54
351,"J5K (Saint-Colomban, QC)",J5K,1303,15.37,15.37,193780426.5,69823.6154247918,1753799975476,Synapse54,1753799975476,Synapse54
352,"J5L (Saint-Jerome, QC)",J5L,3604,31.14,31.14,95796285.0,58040.91698594175,1753799975476,Synapse54,1753799975476,Synapse54
353,"J5M (Saint-Lin-Laurentides, QC)",J5M,4285,33.53,33.53,245439917.0,79215.19535436288,1753799975476,Synapse54,1753799975476,Synapse54
354,"J5N (Saint-Lin-Laurentides, QC)",J5N,2774,39.25,39.25,190530835.0,58815.89393433861,1753799975476,Synapse54,1753799975476,Synapse54
355,"J5R (La Prairie, QC)",J5R,6763,28.23,28.23,116490762.5,83791.09209902641,1753799975476,Synapse54,1753799975476,Synapse54
356,"J5T (Lavaltrie, QC)",J5T,1955,28.14,28.14,154486438.5,59411.55582605956,1753799975476,Synapse54,1753799975476,Synapse54
357,"J5V (Louiseville, QC)",J5V,2125,56.7,56.7,506748881.0,179854.3461791025,1753799975476,Synapse54,1753799975476,Synapse54
358,"J5W (L'assomption, QC)",J5W,3179,26.87,26.87,332828346.5,103350.78663938354,1753799975476,Synapse54,1753799975476,Synapse54
359,"J5X (L'epiphanie, QC)",J5X,1407,36.46,36.46,93137482.5,61537.5779427655,1753799975476,Synapse54,1753799975476,Synapse54
360,"J5Y (Repentigny, QC)",J5Y,2490,20.73,20.73,22356230.5,21230.469901767003,1753799975476,Synapse54,1753799975476,Synapse54
361,"J5Z (Repentigny, QC)",J5Z,3857,30.38,30.38,78014581.0,40720.846170485005,1753799975476,Synapse54,1753799975476,Synapse54
362,"J6A (Repentigny, QC)",J6A,4804,31.11,31.11,48655375.5,39943.850012514275,1753799975476,Synapse54,1753799975476,Synapse54
363,"J6E (Joliette, QC)",J6E,14494,57.97,57.97,137214208.0,95275.2587794035,1753799975476,Synapse54,1753799975476,Synapse54
364,"J6J (Chateauguay, QC)",J6J,4494,38.62,38.62,74217052.0,72123.22068999698,1753799975476,Synapse54,1753799975476,Synapse54
365,"J6K (Chateauguay, QC)",J6K,3017,26.32,26.32,20188406.0,28536.15419577854,1753799975476,Synapse54,1753799975476,Synapse54
366,"J6N (Beauharnois, QC)",J6N,3300,37.67,37.67,233462281.0,99024.33793574793,1753799975476,Synapse54,1753799975476,Synapse54
367,"J6R (Mercier, QC)",J6R,1635,24.69,24.69,115347180.0,49311.90260299979,1753799975476,Synapse54,1753799975476,Synapse54
368,"J6S (Salaberry-De-Valleyfield, QC)",J6S,6393,44.48,44.48,210261044.5,73467.37727321035,1753799975476,Synapse54,1753799975476,Synapse54
369,"J6T (Salaberry-De-Valleyfield, QC)",J6T,5205,51.39,51.39,46981135.0,36756.956833154014,1753799975476,Synapse54,1753799975476,Synapse54
370,"J6V (Terrebonne, QC)",J6V,1967,27.3,27.3,60800572.0,35889.68273881664,1753799975476,Synapse54,1753799975476,Synapse54
371,"J6W (Terrebonne, QC)",J6W,5868,38.59,38.59,39136671.0,33325.59650886826,1753799975476,Synapse54,1753799975476,Synapse54
372,"J6X (Terrebonne, QC)",J6X,2752,26.45,26.45,60225849.5,43095.169343531845,1753799975476,Synapse54,1753799975476,Synapse54
373,"J6Y (Terrebonne, QC)",J6Y,2099,20.26,20.26,81550557.0,61201.9952124608,1753799975476,Synapse54,1753799975476,Synapse54
374,"J6Z (Rosemere, QC)",J6Z,1438,16.47,16.47,22537924.0,22963.79436186629,1753799975476,Synapse54,1753799975476,Synapse54
375,"J7A (Rosemere, QC)",J7A,816,13.78,13.78,24339416.5,22941.14213233615,1753799975476,Synapse54,1753799975476,Synapse54
376,"J7B (Boisbriand, QC)",J7B,756,15.24,15.24,14667986.5,16792.064136555553,1753799975476,Synapse54,1753799975476,Synapse54
377,"J7C (Boisbriand, QC)",J7C,6103,29.24,29.24,94216134.5,48996.310543076004,1753799975476,Synapse54,1753799975476,Synapse54
378,"J7E (Boisbriand, QC)",J7E,8415,54.99,54.99,38942666.0,66768.75062873606,1753799975476,Synapse54,1753799975476,Synapse54
379,"J7G (Boisbriand, QC)",J7G,2726,32.86,32.86,24826343.0,22844.466974416475,1753799975476,Synapse54,1753799975476,Synapse54
380,"J7H (Boisbriand, QC)",J7H,2133,52.82,52.82,18524557.5,29683.633390851617,1753799975476,Synapse54,1753799975476,Synapse54
381,"J7J (Boisbriand, QC)",J7J,6726,38.33,38.33,216897455.5,103444.96666308724,1753799975476,Synapse54,1753799975476,Synapse54
382,"J7K (Terrebonne, QC)",J7K,5429,30.93,30.93,193069363.5,83975.60969421153,1753799975476,Synapse54,1753799975476,Synapse54
383,"J7L (Terrebonne, QC)",J7L,1452,22.19,22.19,28664221.0,25040.678807417222,1753799975476,Synapse54,1753799975476,Synapse54
384,"J7M (Terrebonne, QC)",J7M,2234,22.49,22.49,82543767.0,48321.76398543206,1753799975476,Synapse54,1753799975476,Synapse54
385,"J7N (Boisbriand, QC)",J7N,8437,40.57,40.57,781900527.5,198254.3737699631,1753799975476,Synapse54,1753799975476,Synapse54
386,"J7P (Saint-Eustache, QC)",J7P,4015,34.57,34.57,34525041.5,29797.38514106549,1753799975476,Synapse54,1753799975476,Synapse54
387,"J7R (Saint-Eustache, QC)",J7R,5010,30.44,30.44,124808411.0,71490.55014073827,1753799975476,Synapse54,1753799975476,Synapse54
388,"J7T (Vaudreuil-Dorion, QC)",J7T,1231,9.63,9.63,297651983.5,93415.04234638221,1753799975476,Synapse54,1753799975476,Synapse54
